record_kind,source_identity,source_is_general,source_is_special,source_sexual_intent,source_review_status,source_rule_id,source_evidence,runtime_identity,runtime_backing_count,runtime_is_general,runtime_is_special,general_canonicals,special_ids,special_tags,chosen_canonical_tags,collapse_group_size,semantic_classes,review_statuses,membership_status,reconciliation_status
SOURCE_AUTHORITY,bandaid_on_nipple,NO,YES,SEXUAL,HUMAN_REVIEWED,HUMAN_SEXUAL_SPECIAL_ANATOMY_V28,full human review of all 170 Special-only anatomy candidates; breastfeeding/general-care anatomy remains CONTEXTUAL rather than NON_SEXUAL-only,bandaids_on_nipples,5,YES,YES,bandaids_on_nipples,1358|1359|1360|741,bandaid on nipple|bandaid on nipples|bandaids on nipple|bandaids on nipples,bandaids_on_nipples,4,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,bandaid_on_nipples,NO,YES,SEXUAL,HUMAN_REVIEWED,HUMAN_SEXUAL_SPECIAL_ANATOMY_V28,full human review of all 170 Special-only anatomy candidates; breastfeeding/general-care anatomy remains CONTEXTUAL rather than NON_SEXUAL-only,bandaids_on_nipples,5,YES,YES,bandaids_on_nipples,1358|1359|1360|741,bandaid on nipple|bandaid on nipples|bandaids on nipple|bandaids on nipples,bandaids_on_nipples,4,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,bandaids_on_nipple,NO,YES,SEXUAL,HUMAN_REVIEWED,HUMAN_SEXUAL_SPECIAL_ANATOMY_V28,full human review of all 170 Special-only anatomy candidates; breastfeeding/general-care anatomy remains CONTEXTUAL rather than NON_SEXUAL-only,bandaids_on_nipples,5,YES,YES,bandaids_on_nipples,1358|1359|1360|741,bandaid on nipple|bandaid on nipples|bandaids on nipple|bandaids on nipples,bandaids_on_nipples,4,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,bandaids_on_nipples,YES,YES,CONTEXTUAL,HUMAN_REVIEWED,HUMAN_CONTEXTUAL_V98,full semantic review of fixed V98 candidate set,bandaids_on_nipples,5,YES,YES,bandaids_on_nipples,1358|1359|1360|741,bandaid on nipple|bandaid on nipples|bandaids on nipple|bandaids on nipples,bandaids_on_nipples,4,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,beaded_panties,NO,YES,CONTEXTUAL,HUMAN_REVIEWED,HUMAN_CONTEXTUAL_SPECIAL_EXPOSURE_V30,"full human review of all 78 Special-only exposure candidates; generic nudity/underwear descriptors remain CONTEXTUAL, active fetishized exposure is SEXUAL",pearl_thong,3,YES,YES,pearl_thong,2115|2709,beaded panties|pearl thong,pearl_thong,2,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,bikini_aside,NO,YES,SEXUAL,HUMAN_REVIEWED,HUMAN_SEXUAL_V94,full semantic review of fixed V94 candidate set,bikini_bottom_aside,3,YES,YES,bikini_bottom_aside,2044|2735,bikini aside|bikini bottom aside,bikini_bottom_aside,2,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,bikini_bottom_aside,YES,YES,CONTEXTUAL,HUMAN_REVIEWED,HUMAN_CONTEXTUAL_V59,full semantic review of fixed V59 candidate set,bikini_bottom_aside,3,YES,YES,bikini_bottom_aside,2044|2735,bikini aside|bikini bottom aside,bikini_bottom_aside,2,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,bisexual_(female),NO,YES,CONTEXTUAL,HUMAN_REVIEWED,HUMAN_CONTEXTUAL_SPECIAL_NONE_V37,full human review of fixed 257-row Special-only family-none lex-NONE source; ambiguous 17 rows retained UNCLASSIFIED,bisexual_female,2,YES,YES,bisexual_female,1647,bisexual (female),bisexual_female,2,CONTEXTUAL|NON_SEXUAL,AUTO_HIGH_CONF|HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,bisexual_female,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_V6,safe_general_converged_v6; adversarial lexical exclusions; fresh v4 holdout 120/120 NON_SEXUAL; no materializer-generated review verdicts,bisexual_female,2,YES,YES,bisexual_female,1647,bisexual (female),bisexual_female,2,CONTEXTUAL|NON_SEXUAL,AUTO_HIGH_CONF|HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,bitch_brat,NO,YES,CONTEXTUAL,HUMAN_REVIEWED,HUMAN_CONTEXTUAL_SPECIAL_NONE_V37,full human review of fixed 257-row Special-only family-none lex-NONE source; ambiguous 17 rows retained UNCLASSIFIED,mesugaki,2,YES,YES,mesugaki,2695,bitch brat,mesugaki,2,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,black_cock,NO,YES,SEXUAL,HUMAN_REVIEWED,HUMAN_SEXUAL_SPECIAL_EXPLICIT_V21,full human review of 96 explicit sexual Special-only identities; fixed review artifact,dark_penis,3,YES,YES,dark_penis,1408|766,black cock|dark penis,dark_penis,2,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,boob_slip,NO,YES,SEXUAL,HUMAN_REVIEWED,HUMAN_SEXUAL_SPECIAL_EXPLICIT_V21,full human review of 96 explicit sexual Special-only identities; fixed review artifact,breast_slip,3,YES,YES,breast_slip,2697|668,boob slip|breast slip,breast_slip,2,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,boob_window,NO,YES,SEXUAL,HUMAN_REVIEWED,HUMAN_SEXUAL_SPECIAL_EXPLICIT_V21,full human review of 96 explicit sexual Special-only identities; fixed review artifact,cleavage_cutout,5,YES,YES,cleavage_cutout,2172|2532|2533|2644,boob window|cleavage cutout|cleavage window|heart cleavage cutout,cleavage_cutout,4,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,boobs,NO,YES,SEXUAL,HUMAN_REVIEWED,HUMAN_SEXUAL_SPECIAL_EXPLICIT_V21,full human review of 96 explicit sexual Special-only identities; fixed review artifact,breasts,6,YES,YES,breasts,2170|2631|2632|2633|2784,boobs|breast|breasts|oppai|tits,breasts,5,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,bottom_(sexual_preference),NO,YES,SEXUAL,HUMAN_REVIEWED,HUMAN_SEXUAL_SPECIAL_EXPLICIT_V21_1,full manual review of 151 Special-only v21.1 candidates; explicit sexual act/fetish/device/content concept,top/bottom_dynamic_annotated,3,YES,YES,top/bottom_dynamic_annotated,1539|1542,bottom (sexual preference)|top (sexual preference),top/bottom_dynamic_annotated,3,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,brainwashing,NO,YES,CONTEXTUAL,HUMAN_REVIEWED,HUMAN_CONTEXTUAL_SPECIAL_NONE_V37,full human review of fixed 257-row Special-only family-none lex-NONE source; ambiguous 17 rows retained UNCLASSIFIED,mind_control,3,YES,YES,mind_control,2322|2552,brainwashing|mind control,mind_control,2,CONTEXTUAL|NON_SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,breast,NO,YES,CONTEXTUAL,HUMAN_REVIEWED,HUMAN_CONTEXTUAL_SPECIAL_ANATOMY_V28,full human review of all 170 Special-only anatomy candidates; breastfeeding/general-care anatomy remains CONTEXTUAL rather than NON_SEXUAL-only,breasts,6,YES,YES,breasts,2170|2631|2632|2633|2784,boobs|breast|breasts|oppai|tits,breasts,5,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,breast_cover,NO,YES,SEXUAL,HUMAN_REVIEWED,HUMAN_SEXUAL_SPECIAL_ANATOMY_V28,full human review of all 170 Special-only anatomy candidates; breastfeeding/general-care anatomy remains CONTEXTUAL rather than NON_SEXUAL-only,covering_breasts,6,YES,YES,covering_breasts,2304|2664|2665|2666|2667,breast cover|breast covering|breasts covering|covering breasts|handbra,covering_breasts,5,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,breast_covering,NO,YES,SEXUAL,HUMAN_REVIEWED,HUMAN_SEXUAL_SPECIAL_ANATOMY_V28,full human review of all 170 Special-only anatomy candidates; breastfeeding/general-care anatomy remains CONTEXTUAL rather than NON_SEXUAL-only,covering_breasts,6,YES,YES,covering_breasts,2304|2664|2665|2666|2667,breast cover|breast covering|breasts covering|covering breasts|handbra,covering_breasts,5,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,breast_cutout,NO,YES,SEXUAL,HUMAN_REVIEWED,HUMAN_SEXUAL_SPECIAL_ANATOMY_V28,full human review of all 170 Special-only anatomy candidates; breastfeeding/general-care anatomy remains CONTEXTUAL rather than NON_SEXUAL-only,breast_cutouts,3,YES,YES,breast_cutouts,2169|2714,breast cutout|breast cutouts,breast_cutouts,2,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,breast_cutouts,YES,YES,CONTEXTUAL,HUMAN_REVIEWED,HUMAN_CONTEXTUAL_V60,full semantic review of fixed V60 candidate set,breast_cutouts,3,YES,YES,breast_cutouts,2169|2714,breast cutout|breast cutouts,breast_cutouts,2,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,breast_feed,NO,YES,CONTEXTUAL,HUMAN_REVIEWED,HUMAN_CONTEXTUAL_SPECIAL_ANATOMY_V28,full human review of all 170 Special-only anatomy candidates; breastfeeding/general-care anatomy remains CONTEXTUAL rather than NON_SEXUAL-only,breastfeeding,4,YES,YES,breastfeeding,2193|2704|2705,breast feed|breast feeding|breastfeeding,breastfeeding,3,CONTEXTUAL|NON_SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,breast_feeding,NO,YES,CONTEXTUAL,HUMAN_REVIEWED,HUMAN_CONTEXTUAL_SPECIAL_ANATOMY_V28,full human review of all 170 Special-only anatomy candidates; breastfeeding/general-care anatomy remains CONTEXTUAL rather than NON_SEXUAL-only,breastfeeding,4,YES,YES,breastfeeding,2193|2704|2705,breast feed|breast feeding|breastfeeding,breastfeeding,3,CONTEXTUAL|NON_SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,breast_outside,NO,YES,SEXUAL,HUMAN_REVIEWED,HUMAN_SEXUAL_SPECIAL_ANATOMY_V28,full human review of all 170 Special-only anatomy candidates; breastfeeding/general-care anatomy remains CONTEXTUAL rather than NON_SEXUAL-only,one_breast_out,3,YES,YES,one_breast_out,1727|2727,breast outside|one breast out,one_breast_out,2,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,breast_slip,YES,YES,CONTEXTUAL,HUMAN_REVIEWED,HUMAN_CONTEXTUAL_V60,full semantic review of fixed V60 candidate set,breast_slip,3,YES,YES,breast_slip,2697|668,boob slip|breast slip,breast_slip,2,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,breastfeeding,YES,YES,NON_SEXUAL,HUMAN_REVIEWED,HUMAN_NON_SEXUAL_V98,full semantic review of fixed V98 candidate set,breastfeeding,4,YES,YES,breastfeeding,2193|2704|2705,breast feed|breast feeding|breastfeeding,breastfeeding,3,CONTEXTUAL|NON_SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,breasts,YES,YES,CONTEXTUAL,HUMAN_REVIEWED,HUMAN_CONTEXTUAL_V41,full human review from V41 fixed candidate set,breasts,6,YES,YES,breasts,2170|2631|2632|2633|2784,boobs|breast|breasts|oppai|tits,breasts,5,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,breasts_covering,NO,YES,SEXUAL,HUMAN_REVIEWED,HUMAN_SEXUAL_SPECIAL_ANATOMY_V28,full human review of all 170 Special-only anatomy candidates; breastfeeding/general-care anatomy remains CONTEXTUAL rather than NON_SEXUAL-only,covering_breasts,6,YES,YES,covering_breasts,2304|2664|2665|2666|2667,breast cover|breast covering|breasts covering|covering breasts|handbra,covering_breasts,5,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,breasts_out,YES,YES,CONTEXTUAL,HUMAN_REVIEWED,HUMAN_CONTEXTUAL_V60,full semantic review of fixed V60 candidate set,breasts_out,4,YES,YES,breasts_out,2650|2651|669,breasts out|breasts out of clothes|breasts outside,breasts_out,3,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,breasts_out_of_clothes,NO,YES,SEXUAL,HUMAN_REVIEWED,HUMAN_SEXUAL_SPECIAL_ANATOMY_V28,full human review of all 170 Special-only anatomy candidates; breastfeeding/general-care anatomy remains CONTEXTUAL rather than NON_SEXUAL-only,breasts_out,4,YES,YES,breasts_out,2650|2651|669,breasts out|breasts out of clothes|breasts outside,breasts_out,3,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,breasts_outside,NO,YES,SEXUAL,HUMAN_REVIEWED,HUMAN_SEXUAL_SPECIAL_ANATOMY_V28,full human review of all 170 Special-only anatomy candidates; breastfeeding/general-care anatomy remains CONTEXTUAL rather than NON_SEXUAL-only,breasts_out,4,YES,YES,breasts_out,2650|2651|669,breasts out|breasts out of clothes|breasts outside,breasts_out,3,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,catheter,YES,YES,NON_SEXUAL,HUMAN_REVIEWED,HUMAN_NON_SEXUAL_V92,full semantic review of fixed V92 candidate set,catheter,3,YES,YES,catheter,1510|207,catheter|pee tube,catheter,2,CONTEXTUAL|NON_SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,censored_nipples,YES,YES,CONTEXTUAL,HUMAN_REVIEWED,HUMAN_CONTEXTUAL_V98,full semantic review of fixed V98 candidate set,censored_nipples,3,YES,YES,censored_nipples,1378|748,censored nipples|nipple censor,censored_nipples,2,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,cfnf,NO,YES,SEXUAL,HUMAN_REVIEWED,HUMAN_SEXUAL_SPECIAL_NONE_V37,full human review of fixed 257-row Special-only family-none lex-NONE source; ambiguous 17 rows retained UNCLASSIFIED,clothed_female_nude_female,5,YES,YES,clothed_female_nude_female,2265|2389|2567|2568,cfnf|clothed female naked female|clothed female nude female|nude female clothed female,clothed_female_nude_female,4,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,cfnm,NO,YES,SEXUAL,HUMAN_REVIEWED,HUMAN_SEXUAL_SPECIAL_NONE_V37,full human review of fixed 257-row Special-only family-none lex-NONE source; ambiguous 17 rows retained UNCLASSIFIED,clothed_female_nude_male,5,YES,YES,clothed_female_nude_male,2266|2365|2535|2536,cfnm|clothed female naked male|clothed female nude male|nude male clothed female,clothed_female_nude_male,4,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,cleavage_(male),NO,YES,CONTEXTUAL,HUMAN_REVIEWED,HUMAN_CONTEXTUAL_SPECIAL_EXPOSURE_V30,"full human review of all 78 Special-only exposure candidates; generic nudity/underwear descriptors remain CONTEXTUAL, active fetishized exposure is SEXUAL",pectoral_cleavage,3,YES,YES,pectoral_cleavage,2544|2545,cleavage (male)|male cleavage,pectoral_cleavage,3,CONTEXTUAL|NON_SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,cleavage_cutout,YES,YES,CONTEXTUAL,HUMAN_REVIEWED,HUMAN_CONTEXTUAL_V100,full semantic review of fixed V100 candidate set,cleavage_cutout,5,YES,YES,cleavage_cutout,2172|2532|2533|2644,boob window|cleavage cutout|cleavage window|heart cleavage cutout,cleavage_cutout,4,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,cleavage_window,NO,YES,CONTEXTUAL,HUMAN_REVIEWED,HUMAN_CONTEXTUAL_SPECIAL_EXPOSURE_V30,"full human review of all 78 Special-only exposure candidates; generic nudity/underwear descriptors remain CONTEXTUAL, active fetishized exposure is SEXUAL",cleavage_cutout,5,YES,YES,cleavage_cutout,2172|2532|2533|2644,boob window|cleavage cutout|cleavage window|heart cleavage cutout,cleavage_cutout,4,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,cleave_gag,YES,YES,SEXUAL,HUMAN_REVIEWED,HUMAN_SEXUAL_V61,full semantic review of fixed V61 candidate set,cleave_gag,4,YES,YES,cleave_gag,1820|2579|2701,cleave gag|cleave gagged|cleavegag,cleave_gag,3,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,cleave_gagged,NO,YES,CONTEXTUAL,HUMAN_REVIEWED,HUMAN_CONTEXTUAL_V51,full human review of fixed V51 candidate set,cleave_gag,4,YES,YES,cleave_gag,1820|2579|2701,cleave gag|cleave gagged|cleavegag,cleave_gag,3,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,cleavegag,NO,YES,CONTEXTUAL,HUMAN_REVIEWED,HUMAN_CONTEXTUAL_SPECIAL_NONE_V37,full human review of fixed 257-row Special-only family-none lex-NONE source; ambiguous 17 rows retained UNCLASSIFIED,cleave_gag,4,YES,YES,cleave_gag,1820|2579|2701,cleave gag|cleave gagged|cleavegag,cleave_gag,3,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,clit_slip,NO,YES,CONTEXTUAL,HUMAN_REVIEWED,HUMAN_CONTEXTUAL_SPECIAL_EXPLICIT_V21_1,full manual review of 151 Special-only v21.1 candidates; anatomy/exposure/dual-use concept retained in both intent views,clitoris_slip,4,YES,YES,clitoris_slip,1729|1734|521,clit slip|clitoris slip|clitslip,clitoris_slip,3,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,clitoris_slip,YES,YES,SEXUAL,HUMAN_REVIEWED,HUMAN_SEXUAL_V41,full human review from V41 fixed candidate set,clitoris_slip,4,YES,YES,clitoris_slip,1729|1734|521,clit slip|clitoris slip|clitslip,clitoris_slip,3,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,clitslip,NO,YES,CONTEXTUAL,HUMAN_REVIEWED,HUMAN_CONTEXTUAL_SPECIAL_EXPLICIT_V21_1,full manual review of 151 Special-only v21.1 candidates; anatomy/exposure/dual-use concept retained in both intent views,clitoris_slip,4,YES,YES,clitoris_slip,1729|1734|521,clit slip|clitoris slip|clitslip,clitoris_slip,3,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,clothed_female_naked_female,NO,YES,SEXUAL,HUMAN_REVIEWED,HUMAN_SEXUAL_SPECIAL_EXPOSURE_V30,"full human review of all 78 Special-only exposure candidates; generic nudity/underwear descriptors remain CONTEXTUAL, active fetishized exposure is SEXUAL",clothed_female_nude_female,5,YES,YES,clothed_female_nude_female,2265|2389|2567|2568,cfnf|clothed female naked female|clothed female nude female|nude female clothed female,clothed_female_nude_female,4,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,clothed_female_naked_male,NO,YES,SEXUAL,HUMAN_REVIEWED,HUMAN_SEXUAL_SPECIAL_EXPOSURE_V30,"full human review of all 78 Special-only exposure candidates; generic nudity/underwear descriptors remain CONTEXTUAL, active fetishized exposure is SEXUAL",clothed_female_nude_male,5,YES,YES,clothed_female_nude_male,2266|2365|2535|2536,cfnm|clothed female naked male|clothed female nude male|nude male clothed female,clothed_female_nude_male,4,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,clothed_female_nude_female,YES,YES,CONTEXTUAL,HUMAN_REVIEWED,HUMAN_CONTEXTUAL_V40,full human review from V40 fixed candidate set,clothed_female_nude_female,5,YES,YES,clothed_female_nude_female,2265|2389|2567|2568,cfnf|clothed female naked female|clothed female nude female|nude female clothed female,clothed_female_nude_female,4,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,clothed_female_nude_male,YES,YES,CONTEXTUAL,HUMAN_REVIEWED,HUMAN_CONTEXTUAL_V40,full human review from V40 fixed candidate set,clothed_female_nude_male,5,YES,YES,clothed_female_nude_male,2266|2365|2535|2536,cfnm|clothed female naked male|clothed female nude male|nude male clothed female,clothed_female_nude_male,4,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,clothed_male_naked_female,NO,YES,SEXUAL,HUMAN_REVIEWED,HUMAN_SEXUAL_SPECIAL_EXPOSURE_V30,"full human review of all 78 Special-only exposure candidates; generic nudity/underwear descriptors remain CONTEXTUAL, active fetishized exposure is SEXUAL",clothed_male_nude_female,5,YES,YES,clothed_male_nude_female,2267|2386|2556|2557,clothed male naked female|clothed male nude female|cmnf|nude female clothed male,clothed_male_nude_female,4,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
SOURCE_AUTHORITY,clothed_male_naked_male,NO,YES,SEXUAL,HUMAN_REVIEWED,HUMAN_SEXUAL_SPECIAL_EXPOSURE_V30,"full human review of all 78 Special-only exposure candidates; generic nudity/underwear descriptors remain CONTEXTUAL, active fetishized exposure is SEXUAL",clothed_male_nude_male,5,YES,YES,clothed_male_nude_male,2268|2400|2588|2589,clothed male naked male|clothed male nude male|cmnm|nude male clothed male,clothed_male_nude_male,4,CONTEXTUAL|SEXUAL,HUMAN_REVIEWED,MATCH,SEMANTIC_CONFLICT
