identity_key,candidate_cluster,candidate_state,human_intent,review_note
vine_whip,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|RESTRAINT_FETISH,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
condom_in_hair,GENERAL_ONLY|ACTION_CONTACT/INTIMATE|ADULT_ROLE_DEVICE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
condom_on_head,GENERAL_ONLY|ACTION_CONTACT/INTIMATE|ADULT_ROLE_DEVICE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
hand_on_another's_crotch,GENERAL_ONLY|ACTION_CONTACT/INTIMATE|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
hands_on_another's_crotch,GENERAL_ONLY|ACTION_CONTACT/INTIMATE|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
male_prostitution,GENERAL_ONLY|ACTION_CONTACT/INTIMATE|EXPLICIT_SEX,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
same-sex_bathing,GENERAL_ONLY|ACTION_CONTACT/INTIMATE|EXPLICIT_SEX,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
cumdrip_onto_panties,GENERAL_ONLY|ACTION_CONTACT/INTIMATE|EXPOSURE_INTIMATE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
licking_panties,GENERAL_ONLY|ACTION_CONTACT/INTIMATE|EXPOSURE_INTIMATE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
presenting_removed_panties,GENERAL_ONLY|ACTION_CONTACT/INTIMATE|EXPOSURE_INTIMATE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
imminent_netorare,GENERAL_ONLY|ACTION_CONTACT/INTIMATE|RELATIONSHIP_ROLE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
implied_netorare,GENERAL_ONLY|ACTION_CONTACT/INTIMATE|RELATIONSHIP_ROLE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
fanning_crotch,GENERAL_ONLY|ACTION_CONTACT/OBJECT_USE|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
shaving_crotch,GENERAL_ONLY|ACTION_CONTACT/OBJECT_USE|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
holding_bra,GENERAL_ONLY|ACTION_CONTACT/OBJECT_USE|EXPOSURE_INTIMATE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
holding_panties,GENERAL_ONLY|ACTION_CONTACT/OBJECT_USE|EXPOSURE_INTIMATE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
holding_underwear,GENERAL_ONLY|ACTION_CONTACT/OBJECT_USE|EXPOSURE_INTIMATE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
contrast_trim_panties,GENERAL_ONLY|CLOTHING/ACCESSORY|EXPOSURE_INTIMATE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
o-ring_bra,GENERAL_ONLY|CLOTHING/ACCESSORY|EXPOSURE_INTIMATE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
o-ring_panties,GENERAL_ONLY|CLOTHING/ACCESSORY|EXPOSURE_INTIMATE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
popped_collar,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|RESTRAINT_FETISH,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
sailor_collar_lift,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|RESTRAINT_FETISH,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
unworn_collar,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|RESTRAINT_FETISH,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
after_anal,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
anal_invitation,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
imminent_anal,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
bdsm,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|RESTRAINT_FETISH,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
imminent_spanking,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|RESTRAINT_FETISH,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
implied_bondage,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|RESTRAINT_FETISH,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
cumdrip_from_penis,OVERLAP|ACTION_CONTACT|FLUID_STATE_ACTION|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
peeing_on_penis,OVERLAP|ACTION_CONTACT|FLUID_STATE_ACTION|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
penis_milking,OVERLAP|ACTION_CONTACT|FLUID_STATE_ACTION|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
holding_butt_plug,OVERLAP|ACTION_CONTACT|IMPLEMENT_OBJECT|NONE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
lube,OVERLAP|ACTION_CONTACT|IMPLEMENT_OBJECT|NONE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
strap-on,OVERLAP|ACTION_CONTACT|IMPLEMENT_OBJECT|NONE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
anal_fisting,OVERLAP|ACTION_CONTACT|INSERTION_STRUCTURED|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
double_anal,OVERLAP|ACTION_CONTACT|INSERTION_STRUCTURED|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
multiple_anal,OVERLAP|ACTION_CONTACT|INSERTION_STRUCTURED|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
cooperative_breast_smother,OVERLAP|ACTION_CONTACT|MULTI_ACTOR_INTERACTION|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
cooperative_nipple_licking,OVERLAP|ACTION_CONTACT|MULTI_ACTOR_INTERACTION|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
cooperative_testicle_sucking,OVERLAP|ACTION_CONTACT|MULTI_ACTOR_INTERACTION|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
presenting_own_anus,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
presenting_own_pussy,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
presenting_penis,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
afterglow,OVERLAP|ACTION_CONTACT|REACTION_STATE|NONE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
fucked_silly,OVERLAP|ACTION_CONTACT|REACTION_STATE|NONE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
mind_break,OVERLAP|ACTION_CONTACT|REACTION_STATE|NONE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
crotch_rub,OVERLAP|ACTION_CONTACT|SELF_ACTION|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
spreading_own_anus,OVERLAP|ACTION_CONTACT|SELF_ACTION|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
spreading_own_pussy,OVERLAP|ACTION_CONTACT|SELF_ACTION|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
animal_penis,OVERLAP|BODY_PART|NONHUMAN_INTERACTION|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
mechanical_penis,OVERLAP|BODY_PART|NONHUMAN_INTERACTION|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
penis_tentacle,OVERLAP|BODY_PART|NONHUMAN_INTERACTION|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
cleavage_cutout,OVERLAP|CLOTHING_STATE_EXPOSURE|BODY_ATTRIBUTE|EXPOSURE_INTIMATE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
topless_female,OVERLAP|CLOTHING_STATE_EXPOSURE|BODY_ATTRIBUTE|EXPOSURE_INTIMATE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
underboob_cutout,OVERLAP|CLOTHING_STATE_EXPOSURE|BODY_ATTRIBUTE|EXPOSURE_INTIMATE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
living_clothes,OVERLAP|CLOTHING|NONHUMAN_INTERACTION|NONE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
tentacle_clothes,OVERLAP|CLOTHING|NONHUMAN_INTERACTION|NONE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
tentacle_hair_ornament,OVERLAP|CLOTHING|NONHUMAN_INTERACTION|NONE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
shibari_over_clothes,OVERLAP|CLOTHING|RESTRAINT_ACTION|NONE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
shibari_under_clothes,OVERLAP|CLOTHING|RESTRAINT_ACTION|NONE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
shrimp_tie,OVERLAP|CLOTHING|RESTRAINT_ACTION|NONE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
nipple_suction_cups,OVERLAP|OBJECT_PROP|(none)|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
nipple_weights,OVERLAP|OBJECT_PROP|(none)|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
nipple_zipper,OVERLAP|OBJECT_PROP|(none)|ANATOMY,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
body_onahole,OVERLAP|OBJECT_PROP|(none)|EXPLICIT_SEX,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
character-themed_onahole,OVERLAP|OBJECT_PROP|(none)|EXPLICIT_SEX,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
silicone_chainsaw_(sex_tool),OVERLAP|OBJECT_PROP|(none)|EXPLICIT_SEX,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
stinger,OVERLAP|OBJECT_PROP|NONHUMAN_INTERACTION|NONE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
suction_cups,OVERLAP|OBJECT_PROP|NONHUMAN_INTERACTION|NONE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
suction_tentacles,OVERLAP|OBJECT_PROP|NONHUMAN_INTERACTION|NONE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
legs_bound_apart,OVERLAP|POSE_MOVEMENT|RESTRAINT_ACTION|NONE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
restrained,OVERLAP|POSE_MOVEMENT|RESTRAINT_ACTION|NONE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
reverse_prayer,OVERLAP|POSE_MOVEMENT|RESTRAINT_ACTION|NONE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
body_horror,OVERLAP|STYLE_QUALITY_META|DAMAGE_STATE_ACTION|NONE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
ero_guro,OVERLAP|STYLE_QUALITY_META|DAMAGE_STATE_ACTION|NONE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
guro,OVERLAP|STYLE_QUALITY_META|DAMAGE_STATE_ACTION|NONE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
bara,OVERLAP|STYLE_QUALITY_META|RELATION_ROLE_CONTEXT|NONE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
change_in_common_sense,OVERLAP|STYLE_QUALITY_META|RELATION_ROLE_CONTEXT|NONE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
sexualized_chibi,OVERLAP|STYLE_QUALITY_META|RELATION_ROLE_CONTEXT|NONE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
implied_virgin,SPECIAL_ONLY|(none)|(none)|RELATIONSHIP_ROLE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
lolicon,SPECIAL_ONLY|(none)|(none)|RELATIONSHIP_ROLE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
ntr,SPECIAL_ONLY|(none)|(none)|RELATIONSHIP_ROLE,FULL_REVIEW_HIGH_RISK_HUNDRED_ROW_V100,,
