proposed_special_id,canonical_tag,display_ja,search_ja,ja_status,ja_note
2823,bikini_bottom_only,ビキニボトムのみ,下だけビキニ|ビキニ下だけ,PROPOSED_HUMAN,
2824,bra_visible_through_clothes,服越しに見えるブラ,服から透けるブラ|服越しのブラ|ブラが服越しに見える,PROPOSED_HUMAN,
2825,hand_on_own_ass,自分の尻に手,自分のお尻に手|尻に手を置く,PROPOSED_HUMAN,
2826,sagging_breasts,垂れた胸,下垂乳|垂れ乳|胸の下垂,PROPOSED_HUMAN,
2827,grabbing_own_ass,自分の尻を掴む,自分のお尻を掴む|尻掴み,PROPOSED_HUMAN,
2828,breast_lift,胸を持ち上げる,乳房を持ち上げる|胸上げ,PROPOSED_HUMAN,
2829,mole_on_thigh,太もものほくろ,腿のほくろ,PROPOSED_HUMAN,
2830,breast_tattoo,胸のタトゥー,乳房の刺青|胸の刺青,PROPOSED_HUMAN,
2831,bursting_breasts,はち切れそうな胸,服からはみ出す胸|はち切れそうな乳房,PROPOSED_HUMAN,canonicalの誇張された胸の状態を直訳寄りで保持
2832,breast_suppress,胸を押さえつける,胸を圧迫する|乳房を押さえる|胸を押さえ込む,PROPOSED_HUMAN,
2833,armpit_peek,脇チラ,脇のチラ見せ|脇がちら見え,PROPOSED_HUMAN,
2834,tail_through_clothes,服から突き出る尻尾,服を貫く尻尾|服から出る尻尾,PROPOSED_HUMAN,
2835,bikini_top_lift,ビキニトップを持ち上げる,ビキニ上をめくる|ビキニトップ上げ,PROPOSED_HUMAN,
2836,grabbing_another's_thighs,他人の太ももを掴む,相手の太ももを掴む|他人の腿を掴む,PROPOSED_HUMAN,
2837,framed_breasts,胸を囲む構図,胸をフレーミング|乳房を囲む構図,PROPOSED_HUMAN,
2838,hand_under_clothes,服の中に手,服の下に手|服の内側に手,PROPOSED_HUMAN,
2839,unaligned_breasts,左右ずれた胸,胸の位置がずれている|非対称な胸|左右で位置の違う胸,PROPOSED_HUMAN,
2840,blood_from_eyes,目から出血,目から血|血の涙|血涙,PROPOSED_HUMAN,
2841,cloth_gag,布製の猿轡,布ギャグ|布の猿轡|布製ギャグ,PROPOSED_HUMAN,
2842,head_between_breasts,胸の間に頭,乳房の間に頭|胸に頭を挟む,PROPOSED_HUMAN,
2843,mole_on_ass,尻のほくろ,お尻のほくろ,PROPOSED_HUMAN,
2844,blood_on_arm,腕に血,血まみれの腕|腕の血,PROPOSED_HUMAN,
2845,tail_around_own_leg,自分の脚に巻き付く尻尾,自分の足に巻く尻尾|脚に巻き付いた尻尾,PROPOSED_HUMAN,
2846,projectile_lactation,噴き出す母乳,母乳噴射|乳汁噴射|勢いよく出る母乳,PROPOSED_HUMAN,
2847,presenting_own_ass,自分の尻を見せつける,尻を見せる|お尻を見せつける|尻を突き出して見せる,PROPOSED_HUMAN,
2848,micro_panties,マイクロパンティ,極小パンティ|極小下着,PROPOSED_HUMAN,
2849,hands_on_own_ass,自分の尻に両手,自分のお尻に両手|尻に両手を置く,PROPOSED_HUMAN,
2850,bouncing_ass,揺れる尻,尻揺れ|お尻が揺れる,PROPOSED_HUMAN,
2851,arm_between_breasts,胸の間に腕,乳房の間に腕|胸に腕を挟む,PROPOSED_HUMAN,
2852,presenting_own_breasts,自分の胸を見せつける,胸を見せる|乳房を見せつける,PROPOSED_HUMAN,
2853,tail_between_legs,脚の間に尻尾,足の間に尻尾|太ももの間に尻尾,PROPOSED_HUMAN,
2854,leotard_peek,レオタードチラ見せ,レオタードちら見え|レオタードチラ,PROPOSED_HUMAN,
2855,blood_on_leg,脚に血,足に血|血まみれの脚,PROPOSED_HUMAN,
2856,clothes_between_thighs,太ももの間に服,腿の間に服|太ももに挟まった服,PROPOSED_HUMAN,
2857,face_between_breasts,胸の間に顔,乳房の間に顔|胸に顔を埋める,PROPOSED_HUMAN,motorboating aliasも検索補助の英語alias側で保持
2858,holding_own_legs_back,自分の脚を後ろに抱える,自分の脚を後ろに持つ|脚を後ろへ引いて持つ,PROPOSED_HUMAN,
2859,shorts_around_one_leg,片脚に引っかかったショートパンツ,片脚にショーツ|短パンを片脚に掛ける,PROPOSED_HUMAN,
2860,standing_doggystyle,立ちバック,立位後背位|立ったまま後背位|立ち後背位,PROPOSED_HUMAN,
2861,blood_on_chest,胸部に血,胸板に血|胸部の血,PROPOSED_HUMAN,breastsとの区別のため胸部表記
2862,hand_on_own_crotch,自分の股間に手,股間に手を置く|自分のクロッチに手,PROPOSED_HUMAN,
2863,sports_bra_lift,スポーツブラを持ち上げる,スポブラをめくる|スポーツブラ上げ,PROPOSED_HUMAN,
2864,blood_on_breasts,乳房に血,胸に血|血の付いた乳房|血まみれの胸,PROPOSED_HUMAN,
2865,blood_on_neck,首に血,血まみれの首|首の血,PROPOSED_HUMAN,
2866,ass_tattoo,尻のタトゥー,お尻の刺青|尻の刺青,PROPOSED_HUMAN,
2867,bite_mark_on_breast,胸の噛み跡,乳房の噛み跡|胸に歯形,PROPOSED_HUMAN,
2868,pubic_tattoo_visible_through_clothes,服越しに見える陰部タトゥー,服越しの陰部タトゥー|恥骨部タトゥーが服越しに見える,PROPOSED_HUMAN,
2869,micro_bra,マイクロブラ,極小ブラ|極小ブラジャー,PROPOSED_HUMAN,
2870,armpit_hair_peek,脇毛チラ見せ,脇毛ちら見え|脇毛チラ,PROPOSED_HUMAN,
2871,head_between_thighs,太ももの間に頭,腿の間に頭|太ももに頭を挟む,PROPOSED_HUMAN,
2872,ass_press,尻を押し付ける,尻押し付け|お尻を押し付ける,PROPOSED_HUMAN,
2873,implied_pregnancy,妊娠の示唆,妊娠を示唆|暗示された妊娠|妊娠描写の示唆,PROPOSED_HUMAN,
2874,licking_breast,胸を舐める,乳房舐め|乳房を舐める,PROPOSED_HUMAN,
2875,blood_in_mouth,口の中に血,口内に血|口内出血描写,PROPOSED_HUMAN,
2876,skirt_peek,スカートチラ見せ,スカートちら見え|スカートチラ,PROPOSED_HUMAN,
2877,holding_pregnancy_test,妊娠検査薬を持つ,妊娠検査キットを持つ|妊娠テストを持つ,PROPOSED_HUMAN,
2878,pants_around_one_leg,片脚に引っかかったズボン,ズボンを片脚に掛ける|片脚だけズボン,PROPOSED_HUMAN,
2879,mole_on_crotch,股間のほくろ,鼠径部のほくろ|クロッチのほくろ,PROPOSED_HUMAN,
2880,scar_on_breast,胸の傷跡,乳房の傷跡|胸の傷,PROPOSED_HUMAN,
2881,ass_freckles,尻のそばかす,お尻のそばかす,PROPOSED_HUMAN,
2882,blood_on_mouth,口元に血,口の周りに血|唇に血|口外の血,PROPOSED_HUMAN,blood_in_mouthとの区別のため口元表記
2883,spreading_own_ass,自分の尻を広げる,尻を開く|お尻を広げる,PROPOSED_HUMAN,
2884,bikini_around_one_leg,片脚に引っかかったビキニ,ビキニを片脚に掛ける|片脚だけビキニ,PROPOSED_HUMAN,
2885,breast_freckles,胸のそばかす,乳房のそばかす,PROPOSED_HUMAN,
2886,panties_visible_through_clothes,服越しに見えるパンティ,服越しのパンティ|パンティが服越しに見える|下着が服越しに見える,PROPOSED_HUMAN,
2887,view_between_legs,脚の間からの視点,脚の間越しの視点|股下越しの視点|脚の間から見る,PROPOSED_HUMAN,
2888,panties_around_thighs,太ももまで下げたパンティ,太ももにパンティ|パンティを腿まで下げる,PROPOSED_HUMAN,
2889,navel_peek,へそチラ,へそチラ見せ|へそがちら見え|おへそチラ,PROPOSED_HUMAN,
2890,clothes_between_exposed_breasts,露出した胸の間に服,露出乳房の間に服|胸の谷間に服,PROPOSED_HUMAN,
2891,sucking_own_breasts,自分の胸を吸う,自分の乳房を吸う|セルフ胸吸い,PROPOSED_HUMAN,
2892,bursting_ass,はち切れそうな尻,服からはみ出す尻|はち切れそうなお尻,PROPOSED_HUMAN,canonicalの誇張された尻の状態を直訳寄りで保持
2893,lactating_into_container,容器に搾乳,容器へ母乳を出す|ボトルに搾乳|カップに搾乳,PROPOSED_HUMAN,
2894,piercing_through_clothes,服越しに見えるピアス,服越しのピアス|ピアスが服越しに見える,PROPOSED_HUMAN,through clothesを可視関係として提案
2895,tail_around_another's_leg,他人の脚に巻き付く尻尾,相手の脚に巻く尻尾|他人の足に巻き付く尻尾,PROPOSED_HUMAN,
2896,swimsuit_lift,水着を持ち上げる,水着をめくる|水着上げ,PROPOSED_HUMAN,
2897,bikini_visible_through_clothes,服越しに見えるビキニ,服越しのビキニ|ビキニが服越しに見える,PROPOSED_HUMAN,
2898,ass_lift,尻を持ち上げる,お尻を持ち上げる|尻上げ,PROPOSED_HUMAN,
2899,gag_around_neck,首に掛けた猿轡,首に掛けたギャグ|首の猿轡|ギャグを首に掛ける,PROPOSED_HUMAN,口内装着ではないため首周りの状態として表現
2900,forced_lactation,強制的な乳汁分泌,強制ラクテーション|強制授乳|強制搾乳,PROPOSED_HUMAN,授乳行為と断定せずlactation本体を優先
2901,blood_on_feet,足に血,両足に血|血まみれの足,PROPOSED_HUMAN,
2902,stuffed_gag,詰め物式の猿轡,詰め物ギャグ|口に詰める猿轡|詰め物猿轡,PROPOSED_HUMAN,
2903,grabbing_multiple_others'_breasts,複数人の胸を掴む,複数人の乳房を掴む|何人もの胸を掴む,PROPOSED_HUMAN,
2904,head_under_skirt,スカートの中に頭,スカート内に頭|スカートの下に頭,PROPOSED_HUMAN,
2905,bra_slip,ずれたブラ,ブラずれ|ブラジャーずれ|ブラがずれる,PROPOSED_HUMAN,
2906,male_lactation,男性の乳汁分泌,男性ラクテーション|男性授乳|男性の母乳,PROPOSED_HUMAN,lactation本体を優先
2907,pantyhose_around_one_leg,片脚に引っかかったパンスト,パンストを片脚に掛ける|片脚だけパンスト,PROPOSED_HUMAN,
2908,cooperative_breast_sucking,協力して胸を吸う,二人で胸を吸う|協力して乳房を吸う|ダブル胸吸い,PROPOSED_HUMAN,
2909,buruma_around_one_leg,片脚に引っかかったブルマ,ブルマを片脚に掛ける|片脚だけブルマ,PROPOSED_HUMAN,
2910,breast_curtain_lift,胸前垂れを持ち上げる,胸前垂れ上げ|胸を覆う前垂れを持ち上げる|ブレストカーテン上げ,PROPOSED_HUMAN,breast curtainの意味が伝わる日本語表示へ変更
2911,grabbed_breast_over_shoulder,肩越しに胸を掴まれる,肩越し胸掴み|後ろから肩越しに胸を掴む,PROPOSED_HUMAN,
2912,scar_on_thigh,太ももの傷跡,腿の傷跡|太ももの傷,PROPOSED_HUMAN,
2913,clitoral_stimulation_through_clothes,服越しのクリトリス刺激,服の上からクリ刺激|服越しクリ刺激|服越し陰核刺激,PROPOSED_HUMAN,
2914,head_under_another's_clothes,他人の服の中に頭,相手の服の中に頭|他人の服の下に頭,PROPOSED_HUMAN,
2915,toe_sucking,足指を吸う,つま先吸い|足の指しゃぶり|足指しゃぶり,PROPOSED_HUMAN,
2916,explosion_gag,爆発ギャグ表現,爆発ギャグ|爆発ネタ|爆発オチ,PROPOSED_HUMAN,Danbooruのgagは猿轡ではなく爆発を使ったコミカルな表現として確認
2917,thigh_freckles,太もものそばかす,腿のそばかす,PROPOSED_HUMAN,
2918,bikini_bottom_around_leg,片脚に引っかかったビキニボトム,ビキニボトムを片脚に掛ける|片脚だけビキニボトム,PROPOSED_HUMAN,
2919,bikini_bottom_lift,ビキニボトムを持ち上げる,ビキニ下を持ち上げる|ビキニボトム上げ,PROPOSED_HUMAN,
2920,bite_mark_on_ass,尻の噛み跡,お尻の噛み跡|尻に歯形,PROPOSED_HUMAN,
2921,applying_gag,猿轡を装着する,ギャグを付ける|猿轡を付ける|ギャグ装着,PROPOSED_HUMAN,
2922,removing_bra_under_shirt,シャツの下でブラを外す,服の中でブラを外す|シャツ越しにブラを脱ぐ,PROPOSED_HUMAN,
2923,blood_on_shoulder,肩に血,血まみれの肩|肩の血,PROPOSED_HUMAN,
2924,public_urination,人前で排尿,公開排尿|公衆の場で排尿|人前でおしっこ,PROPOSED_HUMAN,
2925,spread_eagle_position,両手両足を広げた姿勢,大の字ポーズ|手足を大きく広げる|スプレッドイーグル,PROPOSED_HUMAN,カタカナ名より姿勢が直接分かる表示名へ変更
2926,hands_on_own_crotch,自分の股間に両手,股間に両手|自分のクロッチに両手,PROPOSED_HUMAN,
2927,biting_breast,胸を噛む,乳房を噛む|胸噛み,PROPOSED_HUMAN,
2928,male_pregnancy,男性妊娠,男の妊娠|男性が妊娠|mpreg,PROPOSED_HUMAN,
2929,unworn_butt_plug,未装着のアナルプラグ,外したアナルプラグ|装着していない尻栓|未使用アナルプラグ,PROPOSED_HUMAN,
2930,pregnancy_halo,妊娠ヘイロー,妊娠ヘイロー|胎児ヘイロー|fetus halo,PROPOSED_HUMAN,ユーザー確認により表示名を「妊娠ヘイロー」に統一
2931,imminent_breast_grab,胸を掴む直前,胸掴み寸前|胸を掴みそう|乳房を掴む直前,PROPOSED_HUMAN,
2932,mole_under_breast,胸の下のほくろ,乳房の下のほくろ|アンダーバストのほくろ,PROPOSED_HUMAN,
2933,licking_leg,脚を舐める,足を舐める|脚舐め,PROPOSED_HUMAN,
2934,blood_on_stomach,腹部に血,お腹に血|腹の血,PROPOSED_HUMAN,
2935,bloomers_around_one_leg,片脚に引っかかったブルーマー,ブルーマーを片脚に掛ける|片脚だけブルーマー,PROPOSED_HUMAN,burumaとはcanonicalを分離
2936,holding_gag,猿轡を持つ,ギャグを持つ|手に猿轡|ギャグ保持,PROPOSED_HUMAN,
2937,underwear_around_one_leg,片脚に引っかかった下着,下着を片脚に掛ける|片脚だけ下着,PROPOSED_HUMAN,
2938,breast_sucking_through_clothes,服越しに胸を吸う,服の上から胸を吸う|服越し乳房吸い,PROPOSED_HUMAN,
2939,leash_in_mouth,口にリードをくわえる,口にリード|リードを口でくわえる|口にリーシュ,PROPOSED_HUMAN,
2940,thigh_peek,太ももチラ,太ももチラ見せ|腿がちら見え,PROPOSED_HUMAN,
2941,wraparound_tape_gag,巻き付け式テープ猿轡,テープを巻く猿轡|テープギャグ|巻き付けテープギャグ,PROPOSED_HUMAN,
2942,pregnancy_mark,妊娠マーク,妊娠の印|妊娠を示すマーク,PROPOSED_HUMAN,canonical名を保守的に保持
2943,poking_own_breast,自分の胸をつつく,自分の乳房をつつく|胸を突く,PROPOSED_HUMAN,
2944,blood_on_back,背中に血,血まみれの背中|背中の血,PROPOSED_HUMAN,
2945,sports_bra_peek,スポーツブラチラ,スポブラチラ|スポーツブラちら見え,PROPOSED_HUMAN,
2946,licking_thigh,太ももを舐める,腿を舐める|太もも舐め,PROPOSED_HUMAN,
2947,scar_on_ass,尻の傷跡,お尻の傷跡|尻の傷,PROPOSED_HUMAN,
2948,licking_ass,尻を舐める,お尻を舐める|尻舐め,PROPOSED_HUMAN,
2949,blood_from_neck,首から出血,首から血|首の出血,PROPOSED_HUMAN,
2950,wings_through_clothes,服から突き出る翼,服を貫く翼|服から出る翼,PROPOSED_HUMAN,
2951,gag_chinstrap,顎紐付きの猿轡,顎紐付きギャグ|チンストラップギャグ|顎紐猿轡,PROPOSED_HUMAN,
2952,after_birth,出産後,産後|出産直後,PROPOSED_HUMAN,
2953,cumdrip_through_panties,パンティ越しに精液が滴る,下着越しに精液が垂れる|パンティ越し精液滴り,PROPOSED_HUMAN,
2954,sucking_on_multiple_breasts,複数の胸を吸う,複数の乳房を吸う|何人もの胸を吸う,PROPOSED_HUMAN,
2955,implied_breast_milk,母乳の示唆,母乳を示唆|母乳描写の示唆|乳汁の示唆,PROPOSED_HUMAN,
2956,cumdrip_through_clothes,服越しに精液が滴る,服越しに精液が垂れる|服越し精液滴り,PROPOSED_HUMAN,
2957,bruise_on_ass,尻のあざ,お尻のあざ|尻の打撲痕,PROPOSED_HUMAN,
2958,pants_around_thighs,太ももまで下げたズボン,ズボンを腿まで下げる|太ももにズボン,PROPOSED_HUMAN,
2959,mutual_breast_sucking,お互いの胸を吸う,相互胸吸い|互いの乳房を吸う,PROPOSED_HUMAN,
2960,heart_butt_plug,ハート型アナルプラグ,ハート尻栓|ハート型バットプラグ,PROPOSED_HUMAN,
2961,ovulation,排卵,オベレーション|排卵状態,PROPOSED_HUMAN,
2962,excessive_lactation,過剰な乳汁分泌,母乳過多|過剰授乳|大量の母乳,PROPOSED_HUMAN,
2963,leash_between_breasts,胸の間にリード,乳房の間にリード|胸の谷間にリーシュ,PROPOSED_HUMAN,
2964,biting_ass,尻を噛む,お尻を噛む|尻噛み,PROPOSED_HUMAN,
2965,bikini_top_peek,ビキニトップチラ,ビキニ上チラ|ビキニトップちら見え,PROPOSED_HUMAN,
2966,fake_pregnancy,偽装妊娠,妊娠のふり|偽の妊娠|妊娠偽装,PROPOSED_HUMAN,
2967,multiple_pregnancy,多胎妊娠,複数妊娠|多胎,PROPOSED_HUMAN,
2968,tattoo_between_breasts,胸の間のタトゥー,乳房の間の刺青|胸の谷間のタトゥー,PROPOSED_HUMAN,
2969,implied_lactation,乳汁分泌の示唆,授乳の示唆|ラクテーションの示唆|母乳の示唆,PROPOSED_HUMAN,
2970,head_between_legs,脚の間に頭,足の間に頭|両脚の間に頭,PROPOSED_HUMAN,
2971,holding_own_leg_back,自分の片脚を後ろに持つ,片脚を後ろへ引いて持つ|自分の脚を後ろに保持,PROPOSED_HUMAN,
2972,holding_another's_legs_back,他人の両脚を後ろに持つ,相手の脚を後ろへ引いて持つ|他人の脚を後ろに保持,PROPOSED_HUMAN,
2973,v_over_crotch,股間の上でVサイン,股間Vサイン|股間の上にピースサイン,PROPOSED_HUMAN,
2974,touching_another's_crotch,他人の股間に触れる,相手の股間を触る|他人のクロッチに触れる,PROPOSED_HUMAN,
2975,implied_male_pregnancy,男性妊娠の示唆,男の妊娠を示唆|mpreg示唆,PROPOSED_HUMAN,
2976,framed_crotch,股間を囲む構図,股間をフレーミング|クロッチを囲む構図,PROPOSED_HUMAN,
2977,tail_between_breasts,胸の間に尻尾,乳房の間に尻尾|胸の谷間に尻尾,PROPOSED_HUMAN,
2978,holding_butt_plug,アナルプラグを持つ,尻栓を持つ|バットプラグを持つ,PROPOSED_HUMAN,
2979,swimsuit_around_one_leg,片脚に引っかかった水着,水着を片脚に掛ける|片脚だけ水着,PROPOSED_HUMAN,
2980,pantyhose_around_legs,脚に引っかかったパンスト,脚まわりのパンスト|下げたパンスト|脚にたまったパンスト,PROPOSED_HUMAN,
2981,highleg_shorts,ハイレグショートパンツ,ハイレグ短パン|ハイカットショーツ,PROPOSED_HUMAN,
2982,hand_grabbing_both_breasts,片手で両胸を掴む,両胸を片手で掴む|片手で両乳房を掴む,PROPOSED_HUMAN,
2983,muzzle_gag,マズル型の猿轡,マズルギャグ|口枷型猿轡|マズル型ギャグ,PROPOSED_HUMAN,
