proposed_special_id,canonical_tag,post_count,proposed_layer,canonical_aliases,concept_area,nearest_existing_special,issue94_reason,kind_id,body_site_ids,theme_ids,display_ja,search_ja,browse_status,duplicate_guard,validation_status,source_issue94_commit,source_candidate_blob,notes
2818,blood_on_hand,18256,Core,blood_on_hands|blood_on_fingers|bloody_hands|bloody_fingers,GENERAL_OBJECT_OR_ACTION_PLACEMENT,blood (SpecialID 2164; score=0.667),specific localized blood/body-site state for deep R18G discovery,,,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,human-override/boundary family requires explicit semantic-home review
2819,gigantic_breasts,16189,Core,gigantic_breast,BOUNDARY_CONCEPT,breasts (SpecialID 2170; score=0.724),"extreme morphology may fit Special depth, but boundary with broad General size vocabulary needs consistency review",,BREAST_NIPPLE,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,human-override/boundary family requires explicit semantic-home review
2821,breast_rest,12595,Core,,BOUNDARY_CONCEPT,breast (SpecialID 2632; score=0.768),"likely specific breast/support relation, but surface meaning is terse enough to require semantic-boundary review",,BREAST_NIPPLE,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,human-override/boundary family requires explicit semantic-home review
2825,hand_on_own_ass,10594,Core,hand_on_ass,SPECIAL_BODY_RELATION_STATE,hand on own penis (SpecialID 797; score=0.748),specific self-contact/body-site pose relation not covered by generic ass identity,,BUTTOCK_ANAL,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2827,grabbing_own_ass,9301,Core,,SPECIAL_BODY_RELATION_STATE,grabbing own breast (SpecialID 2030; score=0.719),specific self-contact action; Special has grabbing another person and other own-ass actions but not this identity,,BUTTOCK_ANAL,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2836,grabbing_another's_thighs,7269,Core,holding_another's_thighs,SPECIAL_BODY_RELATION_STATE,grabbing another's penis (SpecialID 687; score=0.768),specific actor/body-site contact action beyond generic grabbing or thigh identity,,,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2838,hand_under_clothes,7084,Core,hands_under_clothes,GENERAL_OBJECT_OR_ACTION_PLACEMENT,handjob under clothes (SpecialID 1103; score=0.749),specific body-part/clothing spatial relation useful for action/exposure discovery,,,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,human-override/boundary family requires explicit semantic-home review
2841,cloth_gag,4746,Core,otm_gag,SPECIAL_BDSM_RESTRAINT,gag (SpecialID 1825; score=0.675),real gag subtype; Special has a deep gag device family but not this canonical subtype,,MOUTH_ORAL,BDSM_RESTRAINT,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"BDSM is a theme, not a forced semantic home; inspect whether action/tool/pose/relation"
2847,presenting_own_ass,3204,Core,presenting_ass,SPECIAL_BODY_RELATION_STATE,presenting own anus (SpecialID 839; score=0.747),body-site relation/state is structurally specific and may be hard to discover from General,,BUTTOCK_ANAL,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2849,hands_on_own_ass,3021,Core,,SPECIAL_BODY_RELATION_STATE,hands on penis (SpecialID 928; score=0.643),body-site relation/state is structurally specific and may be hard to discover from General,,BUTTOCK_ANAL,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2852,presenting_own_breasts,2518,Core,presenting_breasts,SPECIAL_BODY_RELATION_STATE,presenting own anus (SpecialID 839; score=0.707),body-site relation/state is structurally specific and may be hard to discover from General,,BREAST_NIPPLE,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2858,holding_own_legs_back,1710,Core,,SPECIAL_BODY_RELATION_STATE,holding tentacle (SpecialID 1868; score=0.483),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2862,hand_on_own_crotch,1483,Core,,SPECIAL_BODY_RELATION_STATE,hand on own penis (SpecialID 797; score=0.691),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2867,bite_mark_on_breast,1317,Core,,SPECIAL_BODY_RELATION_STATE,breast (SpecialID 2632; score=0.616),body-site relation/state is structurally specific and may be hard to discover from General,,BREAST_NIPPLE,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2872,ass_press,1123,Core,,SPECIAL_BODY_RELATION_STATE,ass (SpecialID 2359; score=0.675),body-site relation/state is structurally specific and may be hard to discover from General,,BUTTOCK_ANAL,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2874,licking_breast,1093,Core,breast_licking|breast_lick,SPECIAL_BODY_RELATION_STATE,breast (SpecialID 2632; score=0.720),body-site relation/state is structurally specific and may be hard to discover from General,,BREAST_NIPPLE,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2877,holding_pregnancy_test,902,Extended,,BOUNDARY_CONCEPT,holding tentacle (SpecialID 1868; score=0.486),specific reproduction-scene object/action identity beyond generic pregnancy,,,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,human-override/boundary family requires explicit semantic-home review
2883,spreading_own_ass,824,Extended,,SPECIAL_BODY_RELATION_STATE,spreading own anus (SpecialID 778; score=0.745),body-site relation/state is structurally specific and may be hard to discover from General,,BUTTOCK_ANAL,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2891,sucking_own_breasts,598,Extended,self_breast_sucking,SPECIAL_BODY_RELATION_STATE,sucking breasts (SpecialID 2673; score=0.880),body-site relation/state is structurally specific and may be hard to discover from General,,BREAST_NIPPLE,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2899,gag_around_neck,467,Extended,,SPECIAL_BDSM_RESTRAINT,tentacle around neck (SpecialID 1879; score=0.668),BDSM/restraint/device relation is a deep Special discovery family,,MOUTH_ORAL,BDSM_RESTRAINT,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"BDSM is a theme, not a forced semantic home; inspect whether action/tool/pose/relation"
2902,stuffed_gag,433,Extended,,SPECIAL_BDSM_RESTRAINT,gag (SpecialID 1825; score=0.643),BDSM/restraint/device relation is a deep Special discovery family,,MOUTH_ORAL,BDSM_RESTRAINT,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"BDSM is a theme, not a forced semantic home; inspect whether action/tool/pose/relation"
2903,grabbing_multiple_others'_breasts,419,Extended,,SPECIAL_BODY_RELATION_STATE,grabbing breasts (SpecialID 2649; score=0.744),body-site relation/state is structurally specific and may be hard to discover from General,,BREAST_NIPPLE,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2908,cooperative_breast_sucking,390,Extended,double_breast_sucking,SPECIAL_BODY_RELATION_STATE,breast sucking (SpecialID 2026; score=0.798),body-site relation/state is structurally specific and may be hard to discover from General,,BREAST_NIPPLE,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2916,explosion_gag,284,Extended,,SPECIAL_BDSM_RESTRAINT,gag (SpecialID 1825; score=0.619),BDSM/restraint/device relation is a deep Special discovery family,,MOUTH_ORAL,BDSM_RESTRAINT,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"BDSM is a theme, not a forced semantic home; inspect whether action/tool/pose/relation"
2920,bite_mark_on_ass,257,Extended,,SPECIAL_BODY_RELATION_STATE,slap mark on ass (SpecialID 2690; score=0.720),body-site relation/state is structurally specific and may be hard to discover from General,,BUTTOCK_ANAL,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2921,applying_gag,256,Extended,,SPECIAL_BDSM_RESTRAINT,gag (SpecialID 1825; score=0.630),BDSM/restraint/device relation is a deep Special discovery family,,MOUTH_ORAL,BDSM_RESTRAINT,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"BDSM is a theme, not a forced semantic home; inspect whether action/tool/pose/relation"
2924,public_urination,244,Extended,,GENERAL_OTHER,urination (SpecialID 1993; score=0.774),specific excretion + public-scene relation distinct from generic urination,,,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,human-override/boundary family requires explicit semantic-home review
2926,hands_on_own_crotch,232,Extended,,SPECIAL_BODY_RELATION_STATE,crotch (SpecialID 2361; score=0.616),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2927,biting_breast,231,Extended,breast_biting|boob_chomp,SPECIAL_BODY_RELATION_STATE,breast (SpecialID 2632; score=0.734),body-site relation/state is structurally specific and may be hard to discover from General,,BREAST_NIPPLE,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2931,imminent_breast_grab,222,Extended,,SPECIAL_BODY_RELATION_STATE,breast grab (SpecialID 2647; score=0.803),body-site relation/state is structurally specific and may be hard to discover from General,,BREAST_NIPPLE,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2933,licking_leg,214,Extended,leg_licking|leg_lick,SPECIAL_BODY_RELATION_STATE,licking nipple (SpecialID 751; score=0.602),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2936,holding_gag,209,Extended,,SPECIAL_BDSM_RESTRAINT,gag (SpecialID 1825; score=0.643),BDSM/restraint/device relation is a deep Special discovery family,,MOUTH_ORAL,BDSM_RESTRAINT,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"BDSM is a theme, not a forced semantic home; inspect whether action/tool/pose/relation"
2939,leash_in_mouth,189,Extended,,GENERAL_OTHER,cumshot in mouth (SpecialID 1606; score=0.663),specific BDSM device/body-site relation distinct from generic leash,,MOUTH_ORAL,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,human-override/boundary family requires explicit semantic-home review
2941,wraparound_tape_gag,179,Extended,,SPECIAL_BDSM_RESTRAINT,tape gag (SpecialID 1841; score=0.750),BDSM/restraint/device relation is a deep Special discovery family,,MOUTH_ORAL,BDSM_RESTRAINT,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"BDSM is a theme, not a forced semantic home; inspect whether action/tool/pose/relation"
2943,poking_own_breast,171,Extended,,SPECIAL_BODY_RELATION_STATE,grabbing own breast (SpecialID 2030; score=0.683),body-site relation/state is structurally specific and may be hard to discover from General,,BREAST_NIPPLE,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2946,licking_thigh,163,Extended,thigh_licking,SPECIAL_BODY_RELATION_STATE,licking foot (SpecialID 46; score=0.566),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2948,licking_ass,151,Extended,,SPECIAL_BODY_RELATION_STATE,ass (SpecialID 2359; score=0.643),body-site relation/state is structurally specific and may be hard to discover from General,,BUTTOCK_ANAL,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2951,gag_chinstrap,139,Extended,gag_chin_strap,SPECIAL_BDSM_RESTRAINT,gag (SpecialID 1825; score=0.619),BDSM/restraint/device relation is a deep Special discovery family,,MOUTH_ORAL,BDSM_RESTRAINT,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"BDSM is a theme, not a forced semantic home; inspect whether action/tool/pose/relation"
2954,sucking_on_multiple_breasts,126,Extended,,SPECIAL_BODY_RELATION_STATE,sucking breasts (SpecialID 2673; score=0.771),body-site relation/state is structurally specific and may be hard to discover from General,,BREAST_NIPPLE,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2959,mutual_breast_sucking,103,Extended,,SPECIAL_BODY_RELATION_STATE,breast sucking (SpecialID 2026; score=0.843),body-site relation/state is structurally specific and may be hard to discover from General,,BREAST_NIPPLE,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2961,ovulation,102,Extended,,SPECIAL_REPRODUCTION_FLUID,fellatio (SpecialID 104; score=0.265),"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",,,REPRO_PREGNANCY_LACTATION,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,reproduction family kind is not mechanically unambiguous
2963,leash_between_breasts,98,Extended,,SPECIAL_BDSM_RESTRAINT,alcohol between breasts (SpecialID 2710; score=0.702),BDSM/restraint/device relation is a deep Special discovery family,,BREAST_NIPPLE,BDSM_RESTRAINT,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"BDSM is a theme, not a forced semantic home; inspect whether action/tool/pose/relation"
2964,biting_ass,97,Extended,ass_biting|ass_bite|assbiting,SPECIAL_BODY_RELATION_STATE,ass (SpecialID 2359; score=0.658),body-site relation/state is structurally specific and may be hard to discover from General,,BUTTOCK_ANAL,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2971,holding_own_leg_back,80,Extended,,SPECIAL_BODY_RELATION_STATE,holding tentacle (SpecialID 1868; score=0.490),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2972,holding_another's_legs_back,69,Extended,,SPECIAL_BODY_RELATION_STATE,grabbing another's penis (SpecialID 687; score=0.514),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2974,touching_another's_crotch,68,Extended,,SPECIAL_BODY_RELATION_STATE,touching another's chastity cage (SpecialID 1194; score=0.710),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2982,hand_grabbing_both_breasts,50,Extended,,SPECIAL_BODY_RELATION_STATE,grabbing breasts (SpecialID 2649; score=0.793),body-site relation/state is structurally specific and may be hard to discover from General,,BREAST_NIPPLE,,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"body-relation family spans action/contact, pose and body-state homes"
2983,muzzle_gag,50,Extended,,SPECIAL_BDSM_RESTRAINT,gag (SpecialID 1825; score=0.658),BDSM/restraint/device relation is a deep Special discovery family,,MOUTH_ORAL,BDSM_RESTRAINT,,,REVIEW_REQUIRED,PENDING_CURRENT_SPECIAL_CHECK,TAXONOMY_REVIEW_REQUIRED,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,"BDSM is a theme, not a forced semantic home; inspect whether action/tool/pose/relation"
