row_id,canonical_tag,post_count,display_ja,search_ja,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-003299,gray_(fate),1018,グレイ,グレイ | グレイ(ロード・エルメロイII世の事件簿),KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-003300,hammann_(azur_lane),1018,ハムマン,ハムマン | ハムマン(アズールレーン),KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-003310,charmeleon,1014,リザード,リザード,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-003419,mishaguji,985,ミシャグジさま,ミシャグジさま | ミシャグジ様 | 御射軍神さま,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-003426,conte_di_cavour_(kancolle),983,コンテ・ディ・カブール,コンテ・ディ・カブール | カブール | カブール(艦これ),KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-004057,misdreavus,815,ムウマ,ムウマ,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-004623,chii,703,ちぃ,ちぃ,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-004704,totooria_helmold,691,トトゥーリア・ヘルモルト,トトゥーリア・ヘルモルト,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-005019,sasaki_chiho,643,佐々木千穂,佐々木千穂,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-005082,natsuki_rin,633,夏木りん,夏木りん,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-005152,caro_ru_lushe,624,キャロ・ル・ルシエ,キャロ・ル・ルシエ,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-005253,ripple_star_queen,611,リップルスター女王,リップルスター女王,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-005591,mukaido_manaka,568,向井戸まなか,向井戸まなか,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-005652,arcee,561,アーシー,アーシー,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-006099,roxanne_(pokemon),512,ツツジ,ツツジ | ツツジ（トレーナー）,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-006350,ana_coppola,488,アナ・コッポラ,アナ・コッポラ,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-006400,yuudachi_kai_ni_(swimsuit)_(kancolle),485,夕立改二（水着）,夕立改二（水着） | 夕立（水着）,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-006522,muten_roushi,475,亀仙人,亀仙人,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-006629,tamada_tamaki,467,玉田環,玉田環,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-006656,falulu,464,ファルル,ファルル,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-006663,shigure_kai_san_(swimsuit)_(kancolle),464,時雨改三（水着）,時雨改三（水着）,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-006739,empoleon,457,エンペルト,エンペルト,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-006903,sophia_valentine,444,ソフィア・ヴァレンタイン,ソフィア・ヴァレンタイン,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-007065,miyanaga_teru,431,宮永照,宮永照,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-007371,miyauchi_renge,410,宮内れんげ,宮内れんげ,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-007798,stella_unibell,381,ステラ・ユニベル,ステラ・ユニベル | ステラ | ステラユニベル,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-007860,blue-eyes_white_dragon,377,ブルーアイズ・ホワイト・ドラゴン,ブルーアイズ・ホワイト・ドラゴン | ブルーアイズホワイトドラゴン | 社長の嫁 | 青眼の白龍,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-007994,aki_rosenthal_(1st_costume),369,アキ・ローゼンタール(通常),アキ・ローゼンタール（通常）,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-009083,ushiromiya_kyrie,315,右代宮霧江,右代宮霧江,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
I70-009441,gastrodon,300,トリトドン,トリトドン,KEEP,,,ACCEPTED_CLEAN_SAMPLE_NO_RISK_SEMANTIC_KEEP,HIGH,accepted clean sample; no semantic risk flags; full batch029A human/assistant review,Accepted clean sampleを全件確認。表示名・検索語に新規の誤訳/identity/variant問題を認めずKEEP。,PROPOSED
