row_id,canonical_tag,post_count,display_ja,search_ja,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-005512,sananana_(cookie),578,SNNN姉貴,SNNN姉貴 | アイドルンバももか,NEEDS_EXTERNAL_CHECK,,,HIGH_IMPACT_DISPLAY_CONFLICTS_WITH_STRONG_JA_EVIDENCE,MEDIUM,current display differs from preserved strong Japanese evidence; post_count >= 500,高影響かつ現表示と強い日本語証拠が不一致。どちらを表示正本にするか外部確認。,PROPOSED
I70-005553,loona_(helluva_boss),573,ルーナ,ルーナ | Loona,NEEDS_EXTERNAL_CHECK,,,HIGH_IMPACT_DISPLAY_CONFLICTS_WITH_STRONG_JA_EVIDENCE,MEDIUM,current display differs from preserved strong Japanese evidence; post_count >= 500,高影響かつ現表示と強い日本語証拠が不一致。どちらを表示正本にするか外部確認。,PROPOSED
I70-005573,rika_(m_k),571,Rika（m_k）,Rika（m_k）,KEEP,,,IDENTITY_SAFE_ORIGINAL_LATIN_FALLBACK,HIGH,human-readable original/Latin display; no proven semantic defect,日本語根拠がなくても英字固有名/既存原語表示としてidentity-safe。推測翻訳せずKEEP。,PROPOSED
I70-005748,fujimaru_ritsuka_(female)_(brilliant_summer),550,藤丸立香（女性・ブリリアントサマー）,藤丸立香（女性・ブリリアントサマー） | ブリリアントサマー,NEEDS_EXTERNAL_CHECK,,,HIGH_IMPACT_DISPLAY_CONFLICTS_WITH_STRONG_JA_EVIDENCE,MEDIUM,current display differs from preserved strong Japanese evidence; post_count >= 500,高影響かつ現表示と強い日本語証拠が不一致。どちらを表示正本にするか外部確認。,PROPOSED
I70-005804,nier_(brother),544,ニーア（兄）,ニーア（兄）,NEEDS_EXTERNAL_CHECK,,,HIGH_IMPACT_DISPLAY_CONFLICTS_WITH_STRONG_JA_EVIDENCE,MEDIUM,current display differs from preserved strong Japanese evidence; post_count >= 500,高影響かつ現表示と強い日本語証拠が不一致。どちらを表示正本にするか外部確認。,PROPOSED
I70-005808,kiryu_coco_(loungewear),543,桐生ココ（部屋着）,桐生ココ（部屋着）,FIX_BOTH,桐生ココ（loungewear）,桐生ココ（部屋着） | 新衣装桐生ココ,TRUSTED_BASE_CANONICAL_VARIANT_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; strong preserved Japanese search evidence,現表示を断定せず検証済み本体名＋canonical variantへ。保存済み日本語証拠は検索語として維持。,PROPOSED
I70-005819,lambda-11,542,Λ-No.11-,Λ-No.11- | ラムダ,NEEDS_EXTERNAL_CHECK,,,HIGH_IMPACT_DISPLAY_CONFLICTS_WITH_STRONG_JA_EVIDENCE,MEDIUM,current display differs from preserved strong Japanese evidence; post_count >= 500,高影響かつ現表示と強い日本語証拠が不一致。どちらを表示正本にするか外部確認。,PROPOSED
I70-005863,dokibird_(retro_doki),537,Dokibird（Retro Doki）,Dokibird（Retro Doki）,KEEP,,,IDENTITY_SAFE_ORIGINAL_LATIN_FALLBACK,HIGH,human-readable original/Latin display; no proven semantic defect,日本語根拠がなくても英字固有名/既存原語表示としてidentity-safe。推測翻訳せずKEEP。,PROPOSED
I70-005883,tifa_lockhart_(shining_spirit),536,ティファ・ロックハート（シャインフリッパー）,ティファ・ロックハート（シャインフリッパー）,FIX_BOTH,ティファ・ロックハート（shining spirit）,ティファ・ロックハート（シャインフリッパー） | シャインフリッパー,TRUSTED_BASE_CANONICAL_VARIANT_WITH_SOURCE_SEARCH,HIGH,AUDIT_KEEP; strong preserved Japanese search evidence,現表示を断定せず検証済み本体名＋canonical variantへ。保存済み日本語証拠は検索語として維持。,PROPOSED
I70-006501,belfast_(shopping_with_the_head_maid)_(azur_lane),476,ベルファスト（メイド長とお買い物）,ベルファスト（メイド長とお買い物）,FIX_BOTH,ベルファスト（アズールレーン）（shopping with the head maid）,ベルファスト（メイド長とお買い物） | メイド長とお買い物(アズールレーン),TRUSTED_BASE_CANONICAL_VARIANT_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; strong preserved Japanese search evidence,現表示を断定せず検証済み本体名＋canonical variantへ。保存済み日本語証拠は検索語として維持。,PROPOSED
I70-006519,jenny_wakeman,475,ジェニー・ウェイクマン,ジェニー・ウェイクマン,FIX_BOTH,jenny wakeman,ジェニーさん,CANONICAL_DISPLAY_WITH_SOURCE_BACKED_JA_SEARCH,HIGH,display conflicts with source-backed Japanese terms; low-impact,表示はidentity-safeなcanonicalへ戻し、強い日本語証拠だけを検索語として残す。,PROPOSED
I70-006690,lacrimosa_(nte),462,Lacrimosa（NTE）,Lacrimosa（NTE）,KEEP,,,IDENTITY_SAFE_ORIGINAL_LATIN_FALLBACK,HIGH,human-readable original/Latin display; no proven semantic defect,日本語根拠がなくても英字固有名/既存原語表示としてidentity-safe。推測翻訳せずKEEP。,PROPOSED
I70-006761,sessyoin_kiara_(swimsuit_mooncancer)_(second_ascension),456,殺生院キアラ（水着・第2再臨）,殺生院キアラ（水着・第2再臨）,FIX_BOTH,殺生院キアラ（swimsuit mooncancer / second ascension）,殺生院キアラ（水着・第2再臨） | キアラポリス,TRUSTED_BASE_CANONICAL_VARIANT_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; strong preserved Japanese search evidence,現表示を断定せず検証済み本体名＋canonical variantへ。保存済み日本語証拠は検索語として維持。,PROPOSED
I70-006806,feh_(fire_emblem_heroes),452,フェー,フェー,FIX_BOTH,feh (fire emblem heroes),ファ(封印の剣),CANONICAL_DISPLAY_WITH_SOURCE_BACKED_JA_SEARCH,HIGH,display conflicts with source-backed Japanese terms; low-impact,表示はidentity-safeなcanonicalへ戻し、強い日本語証拠だけを検索語として残す。,PROPOSED
I70-006964,denia_(breakdown)_(wuthering_waves),438,Denia（Breakdown）,Denia（Breakdown）,KEEP,,,IDENTITY_SAFE_ORIGINAL_LATIN_FALLBACK,HIGH,human-readable original/Latin display; no proven semantic defect,日本語根拠がなくても英字固有名/既存原語表示としてidentity-safe。推測翻訳せずKEEP。,PROPOSED
I70-007337,fempyro_(paladinmaui),412,FemPyro（paladinmaui）,FemPyro（paladinmaui）,KEEP,,,IDENTITY_SAFE_ORIGINAL_LATIN_FALLBACK,HIGH,human-readable original/Latin display; no proven semantic defect,日本語根拠がなくても英字固有名/既存原語表示としてidentity-safe。推測翻訳せずKEEP。,PROPOSED
I70-007381,noss_(rariatto),409,Noss（rariatto）,Noss（rariatto）,KEEP,,,IDENTITY_SAFE_ORIGINAL_LATIN_FALLBACK,HIGH,human-readable original/Latin display; no proven semantic defect,日本語根拠がなくても英字固有名/既存原語表示としてidentity-safe。推測翻訳せずKEEP。,PROPOSED
I70-007549,perseus_(unfamiliar_duties)_(azur_lane),396,ナーセリー勤務タイム,ナーセリー勤務タイム | 生疏的执勤时间,FIX_BOTH,パーシュース（unfamiliar duties）,ナーセリー勤務タイム | 生疏的执勤时间,SOURCE_LABEL_PRESERVED_WITH_TRUSTED_BASE_IDENTITY,HIGH,DIRECT_SOURCE_SUPPORT; exact strong Japanese label; canonical variant diff,強い日本語ラベルは検索に保持し、表示は検証済み本体名＋canonical識別子で誰のvariantか明示。,PROPOSED
I70-007627,lion_king_(lancer)_(fate),391,女神ロンゴミニアド,女神ロンゴミニアド | アルトリア・ペンドラゴン（ランサー） | 女神ロンゴミニア | 獅子王,FIX_BOTH,lion king (lancer) (fate),アルトリア・ペンドラゴン(ランサー) | 女神ロンゴミニア,CANONICAL_DISPLAY_WITH_SOURCE_BACKED_JA_SEARCH,HIGH,display conflicts with source-backed Japanese terms; low-impact,表示はidentity-safeなcanonicalへ戻し、強い日本語証拠だけを検索語として残す。,PROPOSED
I70-007667,tav_(baldur's_gate),389,tav_(baldur's_gate),tav_(baldur's_gate),FIX_DISPLAY,tav (baldur's gate),,NORMALIZE_RAW_CANONICAL_DISPLAY,HIGH,current display is raw canonical syntax,意味は変えずraw tag構文だけ読みやすいcanonical表示へ整形。,PROPOSED
I70-007683,shizuko_(swimsuit)_(blue_archive),388,シズコ(水着),シズコ（水着）,FIX_BOTH,河和シズコ（swimsuit）,シズコ（水着）,SOURCE_LABEL_PRESERVED_WITH_TRUSTED_BASE_IDENTITY,HIGH,DIRECT_SOURCE_SUPPORT; exact strong Japanese label; canonical variant diff,強い日本語ラベルは検索に保持し、表示は検証済み本体名＋canonical識別子で誰のvariantか明示。,PROPOSED
I70-007705,baltimore_(finish_line_flagbearer)_(azur_lane),386,スプレンディッド・ギア,スプレンディッド・ギア | 迅疾的蓝星,FIX_BOTH,ボルチモア（アズールレーン）（finish line flagbearer）,スプレンディッド・ギア | 迅疾的蓝星,SOURCE_LABEL_PRESERVED_WITH_TRUSTED_BASE_IDENTITY,HIGH,AUDIT_FIX_DISPLAY; exact strong Japanese label; canonical variant diff,強い日本語ラベルは検索に保持し、表示は検証済み本体名＋canonical識別子で誰のvariantか明示。,PROPOSED
I70-007716,taihou_(seaside_daydreams)_(azur_lane),386,白浜のデイドリーム,白浜のデイドリーム,FIX_BOTH,大鳳（アズールレーン）（seaside daydreams）,白浜のデイドリーム,SOURCE_LABEL_PRESERVED_WITH_TRUSTED_BASE_IDENTITY,HIGH,DIRECT_SOURCE_SUPPORT; exact strong Japanese label; canonical variant diff,強い日本語ラベルは検索に保持し、表示は検証済み本体名＋canonical識別子で誰のvariantか明示。,PROPOSED
I70-007795,ol-chan_(oouso),381,ol-chan（ooso）,ol-chan（ooso）,KEEP,,,IDENTITY_SAFE_ORIGINAL_LATIN_FALLBACK,HIGH,human-readable original/Latin display; no proven semantic defect,日本語根拠がなくても英字固有名/既存原語表示としてidentity-safe。推測翻訳せずKEEP。,PROPOSED
I70-007873,prinz_eugen_(final_lap)_(azur_lane),377,ファイナル・ラップ,ファイナル・ラップ,FIX_BOTH,プリンツ・オイゲン（アズールレーン）（final lap）,ファイナル・ラップ,SOURCE_LABEL_PRESERVED_WITH_TRUSTED_BASE_IDENTITY,HIGH,DIRECT_SOURCE_SUPPORT; exact strong Japanese label; canonical variant diff,強い日本語ラベルは検索に保持し、表示は検証済み本体名＋canonical識別子で誰のvariantか明示。,PROPOSED
I70-008101,sakura_miko_(street),364,さくらみこ（ストリート衣装）,さくらみこ（ストリート衣装）,FIX_BOTH,さくらみこ（ホロライブ）（street）,さくらみこ（ストリート衣装） | さくらみこ(生誕祭2024),TRUSTED_BASE_CANONICAL_VARIANT_WITH_SOURCE_SEARCH,HIGH,AUDIT_FIX_DISPLAY; strong preserved Japanese search evidence,現表示を断定せず検証済み本体名＋canonical variantへ。保存済み日本語証拠は検索語として維持。,PROPOSED
I70-008258,indomitable_(ms._motivationless_maid)_(azur_lane),355,インドミタブル（ケダルイメイドサマ）,インドミタブル（ケダルイメイドサマ）,FIX_BOTH,インドミタブル（ms. motivationless maid）,インドミタブル（ケダルイメイドサマ） | ケダルイメイドサマ,TRUSTED_BASE_CANONICAL_VARIANT_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; strong preserved Japanese search evidence,現表示を断定せず検証済み本体名＋canonical variantへ。保存済み日本語証拠は検索語として維持。,PROPOSED
I70-008291,little_blue_whale_(kancolle),353,サムの鯨,サムの鯨,FIX_DISPLAY,サムの鯨（kancolle）,,SOURCE_LABEL_PLUS_CANONICAL_DISAMBIGUATION,HIGH,current display exactly matches strong Japanese evidence + canonical qualifier,強い日本語表示は保持し、同名/識別子欠落だけcanonical文脈を付与して解消。,PROPOSED
I70-008313,nagato_(great_fox's_respite)_(azur_lane),352,長門（御狐の寝間着）,長門（御狐の寝間着）,FIX_BOTH,nagato (great fox's respite) (azur lane),御狐の寝間着,CANONICAL_DISPLAY_WITH_SOURCE_BACKED_JA_SEARCH,HIGH,display conflicts with source-backed Japanese terms; low-impact,表示はidentity-safeなcanonicalへ戻し、強い日本語証拠だけを検索語として残す。,PROPOSED
I70-008317,takagi_(tansuke),352,高木さん,高木さん,FIX_DISPLAY,高木さん（tansuke）,,SOURCE_LABEL_PLUS_CANONICAL_DISAMBIGUATION,HIGH,current display exactly matches strong Japanese evidence + canonical qualifier,強い日本語表示は保持し、同名/識別子欠落だけcanonical文脈を付与して解消。,PROPOSED
I70-008354,hecatia_lapislazuli_(moon),350,ヘカーティア・ラピスラズリ（月）,ヘカーティア・ラピスラズリ（月）,FIX_BOTH,ヘカーティア・ラピスラズリ（moon）,ヘカーティア・ラピスラズリ（月） | 黄ヘカーティア,TRUSTED_BASE_CANONICAL_VARIANT_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; strong preserved Japanese search evidence,現表示を断定せず検証済み本体名＋canonical variantへ。保存済み日本語証拠は検索語として維持。,PROPOSED
I70-008421,rpk-16_(renate)_(girls'_frontline),347,RPK-16（Renate）,RPK-16（Renate）,KEEP,,,IDENTITY_SAFE_ORIGINAL_LATIN_FALLBACK,HIGH,human-readable original/Latin display; no proven semantic defect,日本語根拠がなくても英字固有名/既存原語表示としてidentity-safe。推測翻訳せずKEEP。,PROPOSED
I70-008442,amamiya_kokoro_(1st_costume),345,天宮こころ（通常衣装）,天宮こころ（通常衣装）,FIX_BOTH,天宮こころ（1st costume）,天宮こころ（通常衣装） | 天宮こころ(制服) | 天宮こころ(通常),TRUSTED_BASE_CANONICAL_VARIANT_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; strong preserved Japanese search evidence,現表示を断定せず検証済み本体名＋canonical variantへ。保存済み日本語証拠は検索語として維持。,PROPOSED
I70-008446,honolulu_(umbrella_girl)_(azur_lane),345,ホノルル（日傘のカノジョ）,ホノルル（日傘のカノジョ）,FIX_BOTH,ホノルル（アズールレーン）（umbrella girl）,ホノルル（日傘のカノジョ） | 日傘のカノジョ,TRUSTED_BASE_CANONICAL_VARIANT_WITH_SOURCE_SEARCH,HIGH,AUDIT_FIX_DISPLAY; strong preserved Japanese search evidence,現表示を断定せず検証済み本体名＋canonical variantへ。保存済み日本語証拠は検索語として維持。,PROPOSED
I70-009007,pola_(seaside_coincidence)_(azur_lane),318,ポーラ（シーサイド・コインシデンス）,ポーラ（シーサイド・コインシデンス）,FIX_BOTH,ポーラ（アズールレーン）（seaside coincidence）,ポーラ（シーサイド・コインシデンス） | 水辺のハプニング?,TRUSTED_BASE_CANONICAL_VARIANT_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; strong preserved Japanese search evidence,現表示を断定せず検証済み本体名＋canonical variantへ。保存済み日本語証拠は検索語として維持。,PROPOSED
I70-009029,silence_suzuka_(emerald_on_the_waves)_(umamusume),317,サイレンススズカ（波間のエメラルド）,サイレンススズカ（波間のエメラルド）,FIX_BOTH,サイレンススズカ（ウマ娘）（emerald on the waves）,サイレンススズカ（波間のエメラルド） | 夏の陽は、青く凪ぐ | 波間のエメラルド,TRUSTED_BASE_CANONICAL_VARIANT_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; strong preserved Japanese search evidence,現表示を断定せず検証済み本体名＋canonical variantへ。保存済み日本語証拠は検索語として維持。,PROPOSED
I70-009140,gloom_(irys),312,Gloom（IRyS）,Gloom（IRyS）,KEEP,,,IDENTITY_SAFE_ORIGINAL_LATIN_FALLBACK,HIGH,human-readable original/Latin display; no proven semantic defect,日本語根拠がなくても英字固有名/既存原語表示としてidentity-safe。推測翻訳せずKEEP。,PROPOSED
I70-009170,kohaku_(yua),311,狐白,狐白,FIX_BOTH,kohaku (yua),狐白シリーズ,CANONICAL_DISPLAY_WITH_SOURCE_BACKED_JA_SEARCH,HIGH,display conflicts with source-backed Japanese terms; low-impact,表示はidentity-safeなcanonicalへ戻し、強い日本語証拠だけを検索語として残す。,PROPOSED
I70-009317,rurima_(cookie),305,るりまさん,るりまさん,FIX_DISPLAY,るりまさん（cookie）,,SOURCE_LABEL_PLUS_CANONICAL_DISAMBIGUATION,HIGH,current display exactly matches strong Japanese evidence + canonical qualifier,強い日本語表示は保持し、同名/識別子欠落だけcanonical文脈を付与して解消。,PROPOSED
I70-009382,ani_(xai),302,Ani,Ani,FIX_DISPLAY,Ani（xai）,,LATIN_IDENTITY_PLUS_CANONICAL_DISAMBIGUATION,HIGH,identity-safe Latin/original display + canonical qualifier,英字固有名は保持し、欠けているcanonical識別子だけ表示へ追加。,PROPOSED
I70-010035,joker_(cookie),280,JOKER姉貴,JOKER姉貴 | 大根役者ちゃん,FIX_BOTH,joker (cookie),大根役者ちゃん,CANONICAL_DISPLAY_WITH_SOURCE_BACKED_JA_SEARCH,HIGH,display conflicts with source-backed Japanese terms; low-impact,表示はidentity-safeなcanonicalへ戻し、強い日本語証拠だけを検索語として残す。,PROPOSED
I70-010055,springfield_(stirring_mermaid)_(girls'_frontline),280,スプリングフィールド（目覚めたマーメイド）,スプリングフィールド（目覚めたマーメイド） | 目覚めたマーメイド,FIX_BOTH,スプリングフィールド（ドールズフロントライン）（stirring mermaid）,スプリングフィールド（目覚めたマーメイド） | 目覚めたマーメイド,TRUSTED_BASE_CANONICAL_VARIANT_WITH_SOURCE_SEARCH,HIGH,AUDIT_FIX_DISPLAY; strong preserved Japanese search evidence,現表示を断定せず検証済み本体名＋canonical variantへ。保存済み日本語証拠は検索語として維持。,PROPOSED
I70-010088,dandelion_(girls'_frontline),278,ダンデライオン,ダンデライオン | ダンドリー,FIX_BOTH,dandelion (girls' frontline),ダンデライオン(ドールズフロントライン) | ダンドリー(ドールズフロントライン),CANONICAL_DISPLAY_WITH_SOURCE_BACKED_JA_SEARCH,HIGH,display conflicts with source-backed Japanese terms; low-impact,表示はidentity-safeなcanonicalへ戻し、強い日本語証拠だけを検索語として残す。,PROPOSED
I70-010145,yuugenmagan,277,幽玄魔眼,幽玄魔眼 | ユウゲンマガン,FIX_BOTH,yuugenmagan,ゆうげんまがん | ユウゲンマガン,CANONICAL_DISPLAY_WITH_SOURCE_BACKED_JA_SEARCH,HIGH,display conflicts with source-backed Japanese terms; low-impact,表示はidentity-safeなcanonicalへ戻し、強い日本語証拠だけを検索語として残す。,PROPOSED
I70-010159,kurumi_(kantoku),276,くるみ,くるみ | くるみ（カントク）,FIX_DISPLAY,くるみ（kantoku）,,SOURCE_LABEL_PLUS_CANONICAL_DISAMBIGUATION,HIGH,current display exactly matches strong Japanese evidence + canonical qualifier,強い日本語表示は保持し、同名/識別子欠落だけcanonical文脈を付与して解消。,PROPOSED
I70-010183,jum-p,275,JUM-P,JUM-P | ジャンプ,FIX_DISPLAY,jum-p,,NORMALIZE_RAW_CANONICAL_DISPLAY,HIGH,current display is raw canonical syntax,意味は変えずraw tag構文だけ読みやすいcanonical表示へ整形。,PROPOSED
I70-010187,kuronami_(lvi),275,黒波さん,黒波さん,FIX_DISPLAY,黒波さん（lvi）,,SOURCE_LABEL_PLUS_CANONICAL_DISAMBIGUATION,HIGH,current display exactly matches strong Japanese evidence + canonical qualifier,強い日本語表示は保持し、同名/識別子欠落だけcanonical文脈を付与して解消。,PROPOSED
I70-010190,magical_mirai_miku_(2019),275,初音ミク（マジカルミライ2019）,初音ミク（マジカルミライ2019） | マジカルミライ2019,FIX_BOTH,magical mirai miku (2019),マジカルミライ2019,CANONICAL_DISPLAY_WITH_SOURCE_BACKED_JA_SEARCH,HIGH,display conflicts with source-backed Japanese terms; low-impact,表示はidentity-safeなcanonicalへ戻し、強い日本語証拠だけを検索語として残す。,PROPOSED
I70-010197,saratoga_(warship_girls_r),275,サラトガ,サラトガ | サラトガ（戦艦少女R）,FIX_DISPLAY,サラトガ（warship girls r）,,SOURCE_LABEL_PLUS_CANONICAL_DISAMBIGUATION,HIGH,current display exactly matches strong Japanese evidence + canonical qualifier,強い日本語表示は保持し、同名/識別子欠落だけcanonical文脈を付与して解消。,PROPOSED
I70-010199,seulbi_lee,275,イ・スルビ,イ・スルビ | 이슬비,FIX_BOTH,seulbi lee,ミコト=アマミヤ,CANONICAL_DISPLAY_WITH_SOURCE_BACKED_JA_SEARCH,HIGH,display conflicts with source-backed Japanese terms; low-impact,表示はidentity-safeなcanonicalへ戻し、強い日本語証拠だけを検索語として残す。,PROPOSED
I70-010222,rose_(blackpink),274,ROSÉ,ROSÉ | ロゼ,FIX_DISPLAY,ROSÉ（blackpink）,,LATIN_IDENTITY_PLUS_CANONICAL_DISAMBIGUATION,HIGH,identity-safe Latin/original display + canonical qualifier,英字固有名は保持し、欠けているcanonical識別子だけ表示へ追加。,PROPOSED
I70-010270,hoshimachi_suisei_(shout_in_crisis),272,星街すいせい（Shout in Crisis）,星街すいせい（Shout in Crisis） | 星街すいせい,FIX_BOTH,星街すいせい（shout in crisis）,星街すいせい（Shout in Crisis） | 星街すいせい | ぎらぎらほしまち | 星街すいせい5周年LIVE,TRUSTED_BASE_CANONICAL_VARIANT_WITH_SOURCE_SEARCH,HIGH,AUDIT_KEEP; strong preserved Japanese search evidence,現表示を断定せず検証済み本体名＋canonical variantへ。保存済み日本語証拠は検索語として維持。,PROPOSED
I70-010302,nhk_(voiceroid),271,NHK（VOICEROID）,NHK（VOICEROID） | NHK,KEEP,,,IDENTITY_SAFE_ORIGINAL_LATIN_FALLBACK,HIGH,human-readable original/Latin display; no proven semantic defect,日本語根拠がなくても英字固有名/既存原語表示としてidentity-safe。推測翻訳せずKEEP。,PROPOSED
I70-010361,honolulu_(summer_accident?!)_(azur_lane),269,ホノルル（夏の災難!?）,ホノルル（夏の災難!?） | 夏の災難!?,FIX_BOTH,ホノルル（アズールレーン）（summer accident?!）,ホノルル（夏の災難!?） | 夏の災難!?,TRUSTED_BASE_CANONICAL_VARIANT_WITH_SOURCE_SEARCH,HIGH,AUDIT_FIX_DISPLAY; strong preserved Japanese search evidence,現表示を断定せず検証済み本体名＋canonical variantへ。保存済み日本語証拠は検索語として維持。,PROPOSED
I70-010374,mogador_(locker_room_lechery)_(azur_lane),269,モガドール（悶々ロッカーシークレット）,モガドール（悶々ロッカーシークレット） | 悶々ロッカーシークレット,FIX_BOTH,モガドール（アズールレーン）（locker room lechery）,モガドール（悶々ロッカーシークレット） | 悶々ロッカーシークレット,TRUSTED_BASE_CANONICAL_VARIANT_WITH_SOURCE_SEARCH,HIGH,AUDIT_FIX_DISPLAY; strong preserved Japanese search evidence,現表示を断定せず検証済み本体名＋canonical variantへ。保存済み日本語証拠は検索語として維持。,PROPOSED
I70-010426,fairy_(zenless_zone_zero),267,Fairy,Fairy | Fairy（ゼンレスゾーンゼロ）,KEEP,,,IDENTITY_SAFE_ORIGINAL_LATIN_FALLBACK,HIGH,human-readable original/Latin display; no proven semantic defect,日本語根拠がなくても英字固有名/既存原語表示としてidentity-safe。推測翻訳せずKEEP。,PROPOSED
I70-010483,hk416_(starry_cocoon)_(girls'_frontline),265,HK416（星の繭）,HK416（星の繭） | 星の繭 | HK416,FIX_BOTH,HK416（ドールズフロントライン）（starry cocoon）,HK416（星の繭） | 星の繭 | HK416,TRUSTED_BASE_CANONICAL_VARIANT_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; strong preserved Japanese search evidence,現表示を断定せず検証済み本体名＋canonical variantへ。保存済み日本語証拠は検索語として維持。,PROPOSED
