row_id,canonical_tag,post_count,display_ja,search_ja,translation_note,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-002863,kitakami_kai_ni_(kancolle),1173,北上改二,北上改二 | 北上,AI監修：艦これ改二差分として採用,FIX_DISPLAY,北上改二（kancolle）,,CURATED_ADD_CANONICAL_DISAMBIGUATION,HIGH,explicit semantic curation note + canonical qualifier,監修済み表示は維持し、表示だけでは欠けている識別文脈をcanonicalから追記。,PROPOSED
I70-003512,rumi_(kpop_demon_hunters),958,ルミ（KPOPガールズ! デーモン・ハンターズ）,ルミ（KPOPガールズ! デーモン・ハンターズ）,作品文脈を確認,KEEP,,,CURATED_ACCEPTED_SEMANTIC_DECISION,HIGH,explicit nonblank semantic curation note,既存の監修理由が明記され、追加の具体的identity欠陥がないため監修結果をKEEP。,PROPOSED
I70-003515,elizabeth_bathory_(fate/extra),956,エリザベート・バートリー,エリザベート・バートリー,機械訳候補を退け作品名表記を確認,FIX_DISPLAY,エリザベート・バートリー（fate/extra）,,CURATED_ADD_CANONICAL_DISAMBIGUATION,HIGH,explicit semantic curation note + canonical qualifier,監修済み表示は維持し、表示だけでは欠けている識別文脈をcanonicalから追記。,PROPOSED
I70-003606,metroid_larva,932,メトロイド,メトロイド | メトロイド（クリーチャー）,既存日本語候補と作品文脈を確認,KEEP,,,CURATED_ACCEPTED_SEMANTIC_DECISION,HIGH,explicit nonblank semantic curation note,既存の監修理由が明記され、追加の具体的identity欠陥がないため監修結果をKEEP。,PROPOSED
I70-003611,jeanne_d'arc_(swimsuit_archer)_(first_ascension)_(fate),931,ジャンヌ・ダルク（水着・第一再臨）,ジャンヌ・ダルク（水着・第一再臨）,既存日本語名と形態を確認,KEEP,,,CURATED_ACCEPTED_SEMANTIC_DECISION,HIGH,explicit nonblank semantic curation note,既存の監修理由が明記され、追加の具体的identity欠陥がないため監修結果をKEEP。,PROPOSED
I70-003660,fighter_(granblue_fantasy),913,ファイター（グランブルーファンタジー）,ファイター（グランブルーファンタジー）,機械訳候補を退け作品文脈を確認,KEEP,,,CURATED_ACCEPTED_SEMANTIC_DECISION,HIGH,explicit nonblank semantic curation note,既存の監修理由が明記され、追加の具体的identity欠陥がないため監修結果をKEEP。,PROPOSED
I70-003735,dantsu_flame_(center_spotlight)_(umamusume),892,ダンツフレーム（まんなか◎スポットライト）,ダンツフレーム（まんなか◎スポットライト）,既存衣装名とキャラクター同定を確認,KEEP,,,CURATED_ACCEPTED_SEMANTIC_DECISION,HIGH,explicit nonblank semantic curation note,既存の監修理由が明記され、追加の具体的identity欠陥がないため監修結果をKEEP。,PROPOSED
I70-003782,higashikata_josuke_(jojolion),880,東方定助,東方定助,既存日本語候補とAliasを確認,FIX_DISPLAY,東方定助（jojolion）,,CURATED_ADD_CANONICAL_DISAMBIGUATION,HIGH,explicit semantic curation note + canonical qualifier,監修済み表示は維持し、表示だけでは欠けている識別文脈をcanonicalから追記。,PROPOSED
I70-003813,player_character_(wow),872,プレイヤーキャラクター（World of Warcraft）,プレイヤーキャラクター（World of Warcraft）,機械訳候補を退け作品文脈を確認,KEEP,,,CURATED_ACCEPTED_SEMANTIC_DECISION,HIGH,explicit nonblank semantic curation note,既存の監修理由が明記され、追加の具体的identity欠陥がないため監修結果をKEEP。,PROPOSED
I70-003902,mysterious_heroine_x_alter_(first_ascension)_(fate),849,謎のヒロインX〔オルタ〕（第一再臨）,謎のヒロインX〔オルタ〕（第一再臨）,機械訳候補を退けキャラクター名と再臨表記を確認,KEEP,,,CURATED_ACCEPTED_SEMANTIC_DECISION,HIGH,explicit nonblank semantic curation note,既存の監修理由が明記され、追加の具体的identity欠陥がないため監修結果をKEEP。,PROPOSED
I70-008128,inukai_komugi_(dog),362,こむぎ,こむぎ,確定,FIX_BOTH,犬飼こむぎ（dog）,こむぎ,CURATED_VARIANT_RESTORE_BASE_IDENTITY,HIGH,explicit curation note; DIRECT_SOURCE_SUPPORT; canonical variant diff,監修済みvariant名は検索に保持し、表示だけ検証済み本体名＋canonical識別子へしてidentity欠落を解消。,PROPOSED
I70-008351,emiya_kiritsugu_(assassin),350,エミヤ〔アサシン〕,エミヤ〔アサシン〕,確定,FIX_DISPLAY,エミヤ〔アサシン〕（assassin）,,CURATED_ADD_CANONICAL_DISAMBIGUATION,HIGH,explicit semantic curation note + canonical qualifier,監修済み表示は維持し、表示だけでは欠けている識別文脈をcanonicalから追記。,PROPOSED
I70-008365,nekoyashiki_yuki_(cat),350,ユキ（プリキュア）,ユキ（プリキュア）,確定,FIX_BOTH,猫屋敷ユキ（cat）,ユキ（プリキュア）,CURATED_VARIANT_RESTORE_BASE_IDENTITY,HIGH,explicit curation note; DIRECT_SOURCE_SUPPORT; canonical variant diff,監修済みvariant名は検索に保持し、表示だけ検証済み本体名＋canonical識別子へしてidentity欠落を解消。,PROPOSED
I70-008542,hanamiya_nina,340,花宮初奈,,canonical Japanese personal name recovered from search-noise candidate,KEEP,,,CURATED_ACCEPTED_SEMANTIC_DECISION,HIGH,explicit nonblank semantic curation note,既存の監修理由が明記され、追加の具体的identity欠陥がないため監修結果をKEEP。,PROPOSED
I70-008713,fujiwara_no_iyozane,331,藤原伊代真,,name extracted from noisy Japanese candidate phrase,KEEP,,,CURATED_ACCEPTED_SEMANTIC_DECISION,HIGH,explicit nonblank semantic curation note,既存の監修理由が明記され、追加の具体的identity欠陥がないため監修結果をKEEP。,PROPOSED
I70-009513,ninten,298,ニンテン,ニンテン | ぼく,AI監修：国内通称と作品文脈を確認,KEEP,,,CURATED_ACCEPTED_SEMANTIC_DECISION,HIGH,explicit nonblank semantic curation note,既存の監修理由が明記され、追加の具体的identity欠陥がないため監修結果をKEEP。,PROPOSED
I70-009530,ike_eveland_(1st_costume),297,アイク・イーヴランド（通常衣装）,アイク・イーヴランド（通常衣装） | アイク・イーヴランド,AI監修：既存候補と衣装区分を確認,KEEP,,,CURATED_ACCEPTED_SEMANTIC_DECISION,HIGH,explicit nonblank semantic curation note,既存の監修理由が明記され、追加の具体的identity欠陥がないため監修結果をKEEP。,PROPOSED
I70-009573,alice_(megami_tensei),295,アリス,アリス | 魔人アリス,AI監修：シリーズ公式名を確認,FIX_DISPLAY,アリス（megami tensei）,,CURATED_ADD_CANONICAL_DISAMBIGUATION,HIGH,explicit semantic curation note + canonical qualifier,監修済み表示は維持し、表示だけでは欠けている識別文脈をcanonicalから追記。,PROPOSED
I70-009603,bradamante_(third_ascension)_(fate),294,ブラダマンテ（第三再臨）,ブラダマンテ（第三再臨）,AI監修：キャラクター名と再臨区分を確認,KEEP,,,CURATED_ACCEPTED_SEMANTIC_DECISION,HIGH,explicit nonblank semantic curation note,既存の監修理由が明記され、追加の具体的identity欠陥がないため監修結果をKEEP。,PROPOSED
I70-009688,gary_oak,291,シゲル,シゲル | シゲル(ポケモン),AI監修：日本版アニメ公式名を採用,KEEP,,,CURATED_ACCEPTED_SEMANTIC_DECISION,HIGH,explicit nonblank semantic curation note,既存の監修理由が明記され、追加の具体的identity欠陥がないため監修結果をKEEP。,PROPOSED
I70-009832,charles-henri_sanson_(fate),286,シャルル＝アンリ・サンソン,シャルル＝アンリ・サンソン | サンソン,AI監修：作品公式名を確認,FIX_DISPLAY,シャルル＝アンリ・サンソン（fate）,,CURATED_ADD_CANONICAL_DISAMBIGUATION,HIGH,explicit semantic curation note + canonical qualifier,監修済み表示は維持し、表示だけでは欠けている識別文脈をcanonicalから追記。,PROPOSED
I70-009908,kamishirasawa_keine_(hakutaku),284,上白沢慧音（白沢）,上白沢慧音（白沢） | 白沢慧音,AI監修：キャラクター名と形態を確認,KEEP,,,CURATED_ACCEPTED_SEMANTIC_DECISION,HIGH,explicit nonblank semantic curation note,既存の監修理由が明記され、追加の具体的identity欠陥がないため監修結果をKEEP。,PROPOSED
I70-009928,frankenstein's_monster_(swimsuit_saber)_(first_ascension)_(fate),283,フランケンシュタイン（水着・第一再臨）,フランケンシュタイン（水着・第一再臨） | フラン（水着）,AI監修：キャラクター名と再臨区分を確認,KEEP,,,CURATED_ACCEPTED_SEMANTIC_DECISION,HIGH,explicit nonblank semantic curation note,既存の監修理由が明記され、追加の具体的identity欠陥がないため監修結果をKEEP。,PROPOSED
I70-010431,irisviel_von_einzbern_(caster),267,アイリスフィール〔天の衣〕,アイリスフィール〔天の衣〕 | アイリスフィール,確定,FIX_BOTH,アイリスフィール・フォン・アインツベルン（caster）,アイリスフィール〔天の衣〕 | アイリスフィール,CURATED_VARIANT_RESTORE_BASE_IDENTITY,HIGH,explicit curation note; DIRECT_SOURCE_SUPPORT; canonical variant diff,監修済みvariant名は検索に保持し、表示だけ検証済み本体名＋canonical識別子へしてidentity欠落を解消。,PROPOSED
I70-010489,mary_stuart_(kyoukaisenjou_no_horizon),265,メアリ・スチュアート,メアリ・スチュアート | メアリ（境界線上のホライゾン）,確定,KEEP,,,CURATED_ACCEPTED_SEMANTIC_DECISION,HIGH,explicit nonblank semantic curation note,既存の監修理由が明記され、追加の具体的identity欠陥がないため監修結果をKEEP。,PROPOSED
I70-010727,koganei_niko_(1st_costume),257,虎金妃笑虎（初期衣装）,,Hololive DEV_IS Japanese name plus initial costume,KEEP,,,CURATED_ACCEPTED_SEMANTIC_DECISION,HIGH,explicit nonblank semantic curation note,既存の監修理由が明記され、追加の具体的identity欠陥がないため監修結果をKEEP。,PROPOSED
I70-011516,united_kingdom_(female)_(hetalia),234,アリス・カークランド,アリス・カークランド,AI監修：既存日本語候補・作品文脈を確認,FIX_BOTH,アーサー・カークランド（female）,アリス・カークランド,CURATED_VARIANT_RESTORE_BASE_IDENTITY,HIGH,explicit curation note; DIRECT_SOURCE_SUPPORT; canonical variant diff,監修済みvariant名は検索に保持し、表示だけ検証済み本体名＋canonical識別子へしてidentity欠落を解消。,PROPOSED
I70-011583,kamen_rider_kiva,232,仮面ライダーキバ,仮面ライダーキバ | キバ,AI監修：日本語公式名を採用,KEEP,,,CURATED_ACCEPTED_SEMANTIC_DECISION,HIGH,explicit nonblank semantic curation note,既存の監修理由が明記され、追加の具体的identity欠陥がないため監修結果をKEEP。,PROPOSED
I70-011711,shiraishi_minoru,229,白石みのる,白石みのる,AI監修：作品公式名に補正,KEEP,,,CURATED_ACCEPTED_SEMANTIC_DECISION,HIGH,explicit nonblank semantic curation note,既存の監修理由が明記され、追加の具体的identity欠陥がないため監修結果をKEEP。,PROPOSED
I70-011736,lithuania_(hetalia),228,リトアニア,リトアニア | トーリス・ロリナイティス,AI監修：作品公式名を確認,FIX_DISPLAY,リトアニア（hetalia）,,CURATED_ADD_CANONICAL_DISAMBIGUATION,HIGH,explicit semantic curation note + canonical qualifier,監修済み表示は維持し、表示だけでは欠けている識別文脈をcanonicalから追記。,PROPOSED
I70-011863,kamen_rider_wizard,225,仮面ライダーウィザード,仮面ライダーウィザード | ウィザード,AI監修：日本語公式名を採用,KEEP,,,CURATED_ACCEPTED_SEMANTIC_DECISION,HIGH,explicit nonblank semantic curation note,既存の監修理由が明記され、追加の具体的identity欠陥がないため監修結果をKEEP。,PROPOSED
I70-011896,frillish_(male),224,プルリル（オス）,プルリル（オス） | プルリル,AI監修：日本版公式名・性別区分を採用,KEEP,,,CURATED_ACCEPTED_SEMANTIC_DECISION,HIGH,explicit nonblank semantic curation note,既存の監修理由が明記され、追加の具体的identity欠陥がないため監修結果をKEEP。,PROPOSED
I70-011906,madeline_(celeste),224,マデリン,マデリン,AI監修：既存候補誤りを日本語公式名に補正,FIX_DISPLAY,マデリン（celeste）,,CURATED_ADD_CANONICAL_DISAMBIGUATION,HIGH,explicit semantic curation note + canonical qualifier,監修済み表示は維持し、表示だけでは欠けている識別文脈をcanonicalから追記。,PROPOSED
I70-011933,zenyatta_(overwatch),224,ゼニヤッタ,ゼニヤッタ,AI監修：日本語版公式名を確認,FIX_DISPLAY,ゼニヤッタ（overwatch）,,CURATED_ADD_CANONICAL_DISAMBIGUATION,HIGH,explicit semantic curation note + canonical qualifier,監修済み表示は維持し、表示だけでは欠けている識別文脈をcanonicalから追記。,PROPOSED
I70-011942,grand_archer_(elsword),223,グランドアーチャー,グランドアーチャー,AI監修：既存日本語クラス名を確認,FIX_DISPLAY,グランドアーチャー（elsword）,,CURATED_ADD_CANONICAL_DISAMBIGUATION,HIGH,explicit semantic curation note + canonical qualifier,監修済み表示は維持し、表示だけでは欠けている識別文脈をcanonicalから追記。,PROPOSED
