row_id,canonical_tag,post_count,display_ja,search_ja,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-003184,kizuna_ai_(1st_costume),1060,キズナアイ（初期衣装）,キズナアイ | キズナアイ(初期衣装),KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-003489,scarlet_(nikke),966,紅蓮,紅蓮 | 紅蓮(NIKKE),KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-003506,lain_paterson,961,レイン・パターソン,レイン・パターソン,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-003565,jessica_albert,941,ゼシカ・アルバート,ゼシカ・アルバート | ゼシカ,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-003605,kevin_kaslana,932,ケビン・カスラナ,ケビン・カスラナ,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-003634,leone_abbacchio,923,レオーネ・アバッキオ,レオーネ・アバッキオ,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-003764,okinami_(kancolle),886,沖波（艦これ）,沖波 | 沖波（艦これ）,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-003810,tokitou_muichirou,873,時透無一郎,時透無一郎,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-003839,hoppip,864,ハネッコ,ハネッコ,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-003861,lady_maria_of_the_astral_clocktower,858,時計塔のマリア,時計塔のマリア,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-003955,female_protagonist_(pokemon_go),837,女トレーナー（ポケモンGO）,女トレーナー（ポケモンGO）,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-004253,listener_(inugami_korone),776,ころねすきー,ころねすきー,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-005151,xavier_(love_and_deepspace),625,セイヤ,セイヤ,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-005295,argalia_(project_moon),605,アルガリア,アルガリア,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-005457,shimushu_(kancolle),584,占守,占守,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-005969,lethe_(fire_emblem),525,レテ,レテ,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-006311,vlad_iii_(fate/apocrypha),492,ヴラド三世,ヴラド三世 | 黒のランサー,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-006561,sae_(hidamari_sketch),472,沙英,沙英,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-007389,chuck_(psg),407,チャック,チャック,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-007409,gm_(mobile_suit),406,ジム（機動戦士ガンダム）,ジム（MS）,FIX_SEARCH,,ジム（機動戦士ガンダム） | ジム（MS）,APPEND_CONFIRMED_DISPLAY_TO_SEARCH,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,表示名の意味・identityは確認済み。表示名自体は変えず、検索から欠けているdisplay_jaをsearch_jaへ追加。,PROPOSED
I70-008804,hisako_(angel_beats!),327,ひさ子,渕田ひさ子,FIX_SEARCH,,ひさ子 | 渕田ひさ子,APPEND_CONFIRMED_DISPLAY_TO_SEARCH,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,表示名の意味・identityは確認済み。表示名自体は変えず、検索から欠けているdisplay_jaをsearch_jaへ追加。,PROPOSED
I70-009610,naruse_mio,294,成瀬澪,成瀬澪,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-009684,eiai_nano,291,栄逢凪乃,栄逢凪乃,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-009927,exeggutor,283,ナッシー,ナッシー,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-010939,bambinata_(pgr),250,バンビナータ,琉璃 | 邦比娜塔,FIX_SEARCH,,バンビナータ | 琉璃 | 邦比娜塔,APPEND_CONFIRMED_DISPLAY_TO_SEARCH,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,表示名の意味・identityは確認済み。表示名自体は変えず、検索から欠けているdisplay_jaをsearch_jaへ追加。,PROPOSED
I70-012055,touka_(utawarerumono),221,トウカ,,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-013025,maria_(fire_emblem:_shadow_dragon),200,マリア(ファイアーエムブレム),,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-013319,boyd_(fire_emblem),194,ボーレ,,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-014328,nivora_(wuthering_waves),177,ニヴォラ,,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-014360,calimero_(honey_come_chatka!!),176,カリメロ,カリメロ（ハニーカムチャットカ!!）,FIX_SEARCH,,カリメロ | カリメロ（ハニーカムチャットカ!!）,APPEND_CONFIRMED_DISPLAY_TO_SEARCH,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,表示名の意味・identityは確認済み。表示名自体は変えず、検索から欠けているdisplay_jaをsearch_jaへ追加。,PROPOSED
I70-014643,seeking_the_pearl_(umamusume),172,シーキングザパール,シーキングザパール(ウマ娘),FIX_SEARCH,,シーキングザパール | シーキングザパール(ウマ娘),APPEND_CONFIRMED_DISPLAY_TO_SEARCH,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,表示名の意味・identityは確認済み。表示名自体は変えず、検索から欠けているdisplay_jaをsearch_jaへ追加。,PROPOSED
I70-014659,yuzuki_yukari_(lin),172,結月ゆかり凛,,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-014850,dan'in-san_(shirogane_noel),168,団員さん,,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-015023,shifty_(nikke),166,シフティー,,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-016557,snowshine_(arknights),146,スノーシャイン,,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-016862,leib_(housamo),142,レイヴ先輩,,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-017887,carol_(skullgirls),131,キャロル,キャロル（スカルガールズ）,FIX_SEARCH,,キャロル | キャロル（スカルガールズ）,APPEND_CONFIRMED_DISPLAY_TO_SEARCH,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,表示名の意味・identityは確認済み。表示名自体は変えず、検索から欠けているdisplay_jaをsearch_jaへ追加。,PROPOSED
I70-018198,sleepy_mita_(miside),129,眠いミタ,,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-019519,pirate_(sekaiju),117,パイレーツ,,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-019661,takenaka_hanbee_(oda_nobuna_no_yabou),116,竹中半兵衛,竹中半兵衛(織田信奈の野望),FIX_SEARCH,,竹中半兵衛 | 竹中半兵衛(織田信奈の野望),APPEND_CONFIRMED_DISPLAY_TO_SEARCH,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,表示名の意味・identityは確認済み。表示名自体は変えず、検索から欠けているdisplay_jaをsearch_jaへ追加。,PROPOSED
I70-021943,glasgow_(azur_lane),100,グラスゴー,グラスゴー(アズールレーン),FIX_SEARCH,,グラスゴー | グラスゴー(アズールレーン),APPEND_CONFIRMED_DISPLAY_TO_SEARCH,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,表示名の意味・identityは確認済み。表示名自体は変えず、検索から欠けているdisplay_jaをsearch_jaへ追加。,PROPOSED
I70-022779,pulcinella_(genshin_impact),95,プルチネッラ,,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-023299,nagomi_(blue_archive),92,五百雀ナゴミ,,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-025198,yurisaki_mika_(maimai),83,百合咲ミカ,,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-025347,patrasche_(re:zero),82,パトラッシュ,パトラッシュ(リゼロ),FIX_SEARCH,,パトラッシュ | パトラッシュ(リゼロ),APPEND_CONFIRMED_DISPLAY_TO_SEARCH,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,表示名の意味・identityは確認済み。表示名自体は変えず、検索から欠けているdisplay_jaをsearch_jaへ追加。,PROPOSED
I70-025609,vector_(yu-gi-oh!),81,ベクター,,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-026147,dragon_knight_(dota),78,ドラゴンナイト,ドラゴンナイト（ドータ）,FIX_SEARCH,,ドラゴンナイト | ドラゴンナイト（ドータ）,APPEND_CONFIRMED_DISPLAY_TO_SEARCH,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,表示名の意味・identityは確認済み。表示名自体は変えず、検索から欠けているdisplay_jaをsearch_jaへ追加。,PROPOSED
I70-026233,morishima_hodaka_(tenki_no_ko),78,森嶋帆高,,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-027696,lyra_(sygna_suit)_(pokemon),72,マジコスコトネ,,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-027849,banshee_(last_origin),71,A-87バンシー,,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-029881,death_knight_(warcraft),64,デスナイト,デスナイト（ウォークラフト）,FIX_SEARCH,,デスナイト | デスナイト（ウォークラフト）,APPEND_CONFIRMED_DISPLAY_TO_SEARCH,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,表示名の意味・identityは確認済み。表示名自体は変えず、検索から欠けているdisplay_jaをsearch_jaへ追加。,PROPOSED
I70-030246,dr._weil_(mega_man),63,ドクターバイル,,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-031121,school_kid_(pokemon),61,塾がえり,,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-031181,wagner_(genshin_impact),61,ワーグナー,,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-031502,saika_magoichi_(sengoku_basara),60,雑賀孫市,,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-033461,l'audacieux_(azur_lane),55,ローダシュー,ローダシュー(アズールレーン),FIX_SEARCH,,ローダシュー | ローダシュー(アズールレーン),APPEND_CONFIRMED_DISPLAY_TO_SEARCH,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,表示名の意味・identityは確認済み。表示名自体は変えず、検索から欠けているdisplay_jaをsearch_jaへ追加。,PROPOSED
I70-033740,count_of_monte_cristo_(gankutsuou),54,モンテ・クリスト伯爵,,KEEP,,,ACCEPTED_CLEAN_SAMPLE_SEMANTIC_KEEP,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,Accepted clean sampleを個別確認。現行display/searchを維持してよい。,PROPOSED
I70-034033,tosh_(arc_the_lad),54,トッシュ,トッシュ（アーク・ザ・ラッド）,FIX_SEARCH,,トッシュ | トッシュ（アーク・ザ・ラッド）,APPEND_CONFIRMED_DISPLAY_TO_SEARCH,HIGH,batch030 full-row semantic review + existing Japanese/source/context evidence,表示名の意味・identityは確認済み。表示名自体は変えず、検索から欠けているdisplay_jaをsearch_jaへ追加。,PROPOSED
