row_id,canonical_tag,post_count,display_ja,search_ja,translation_note,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-001211,sameko_saba,2586,サメコサバ,サメコサバ,活動名の公式日本語表記を要確認,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-001216,t-head_admiral,2573,T督,T督 | Tヘッド提督,ファン呼称系タグのため定着表記を要確認,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-001224,perlica_(arknights),2564,ペリカ,ペリカ,Endfield日本語公式表記の最終確認が必要,FIX_DISPLAY,ペリカ（arknights）,,REVIEW_STRONG_LABEL_ADD_CANONICAL_CONTEXT,HIGH,exact strong Japanese display + canonical disambiguator,強い日本語表示は維持し、欠けている識別文脈のみcanonicalから付与。,PROPOSED
I70-001257,female_endministrator_(arknights),2508,管理人（女性）,管理人(女性) | 女性管理人,日本語公式プレイヤー呼称の確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-001285,ye_shunguang,2460,葉瞬光,葉瞬光,日本語公式表記が新規要素のため最終確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-001317,aria_(human)_(zenless_zone_zero),2413,アリア（人間）,アリア(人間) | アリア(ゼンゼロ),日本語公式の形態区分表記を要確認,FIX_BOTH,アリア（ゼンゼロ）（human）,,REVIEW_TRUSTED_BASE_NO_STRONG_JA,HIGH,AUDIT_KEEP; canonical variant; no strong Japanese evidence,未検証の日本語variant表示を検証済み本体名＋canonical variantへ戻し、裏付けのない日本語検索語を除去。,PROPOSED
I70-001335,spider-man_(original_suit),2392,スパイダーマン（オリジナルスーツ）,スパイダーマン(オリジナルスーツ),variantラベルの日本語定着表記を要確認,FIX_BOTH,スパイダーマン（original suit）,,REVIEW_TRUSTED_BASE_NO_STRONG_JA,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,未検証の日本語variant表示を検証済み本体名＋canonical variantへ戻し、裏付けのない日本語検索語を除去。,PROPOSED
I70-001344,denia_(wuthering_waves),2383,ダーニャ,ダーニャ,日本語公式表記の最終確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-001399,adventurer_(ff11),2310,冒険者（FFXI）,冒険者(FFXI),汎用プレイヤー役割タグの日本語運用を要確認,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-001418,justice_task_force_member_(blue_archive),2291,正義実現委員会モブ,正義実現委員会モブ | 正実モブ,ファン定着名と公式役割名の境界を要確認,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-001419,lilith_(fate),2291,リリス,リリス | リリス(Fate),新規Fateキャラクターの公式日本語表記を要確認,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-001432,mortis_(costume)_(bang_dream!),2271,モーティス（衣装）,モーティス(衣装),variantタグの具体的な公式衣装名を要確認,FIX_BOTH,モーティス（BanG Dream!）（costume）,,REVIEW_TRUSTED_BASE_NO_STRONG_JA,HIGH,AUDIT_FIX_DISPLAY; canonical variant; no strong Japanese evidence,未検証の日本語variant表示を検証済み本体名＋canonical variantへ戻し、裏付けのない日本語検索語を除去。,PROPOSED
I70-001496,manhattan_cafe_(creeping_shadow)_(umamusume),2173,マンハッタンカフェ（Creeping Shadow）,マンハッタンカフェ(Creeping Shadow),衣装・形態名の日本語公式表記を要確認,FIX_BOTH,マンハッタンカフェ（ウマ娘）（creeping shadow）,,REVIEW_TRUSTED_BASE_NO_STRONG_JA,HIGH,AUDIT_FIX_SEARCH; canonical variant; no strong Japanese evidence,未検証の日本語variant表示を検証済み本体名＋canonical variantへ戻し、裏付けのない日本語検索語を除去。,PROPOSED
I70-001527,prisma_illya,2137,プリズマ☆イリヤ,プリズマ☆イリヤ,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-001550,remielle_dan_(moonlight_whispers),2113,remielle dan,remielle dan,日本語表示名・表記の確定に追加確認が必要,FIX_DISPLAY,remielle dan（moonlight whispers）,,REVIEW_LATIN_ADD_CANONICAL_CONTEXT,HIGH,identity-safe original/Latin display + canonical qualifier,原語表示を維持し識別文脈のみcanonicalから付与。,PROPOSED
I70-001553,dimitri_alexandre_blaiddyd_(timeskip),2109,ディミトリ＝アレクサンドル＝ブレーダッド（5年後）,ディミトリ＝アレクサンドル＝ブレーダッド（5年後）,日本語表示名・表記の確定に追加確認が必要,FIX_BOTH,ディミトリ＝アレクサンドル＝ブレーダッド（timeskip）,,REVIEW_TRUSTED_BASE_NO_STRONG_JA,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,未検証の日本語variant表示を検証済み本体名＋canonical variantへ戻し、裏付けのない日本語検索語を除去。,PROPOSED
I70-001585,velina_airgid,2078,ヴェリナ,ヴェリナ,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-001590,scaramouche_(cat)_(genshin_impact),2074,スカラマシュ（猫）,スカラマシュ（猫）,日本語表示名・表記の確定に追加確認が必要,FIX_BOTH,スカラマシュ（原神）（cat）,,REVIEW_TRUSTED_BASE_NO_STRONG_JA,HIGH,AUDIT_FIX_DISPLAY; canonical variant; no strong Japanese evidence,未検証の日本語variant表示を検証済み本体名＋canonical variantへ戻し、裏付けのない日本語検索語を除去。,PROPOSED
I70-001618,tokoyami_towa_(jirai_kei),2042,常闇トワ（私服）,常闇トワ（私服）,日本語表示名・表記の確定に追加確認が必要,KEEP,,,REVIEW_EXACT_STRONG_JA_SAFE,HIGH,current display exactly matches strong preserved Japanese evidence,ReviewRequiredだったが強い日本語証拠と完全一致し具体的identity欠陥もないためKEEP。,PROPOSED
I70-001651,nugget_(project_moon),1990,自職員,自職員,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-001658,something_(omori),1982,SOMETHING,SOMETHING,日本語表示名・表記の確定に追加確認が必要,FIX_DISPLAY,SOMETHING（omori）,,REVIEW_LATIN_ADD_CANONICAL_CONTEXT,HIGH,identity-safe original/Latin display + canonical qualifier,原語表示を維持し識別文脈のみcanonicalから付与。,PROPOSED
I70-001674,sparxie_(honkai:_star_rail),1965,スパーキー,スパーキー,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-001691,miyo_(blue_archive),1949,桜井ミヨ,桜井ミヨ,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-001724,kanoe_(blue_archive),1922,板垣カノエ,板垣カノエ,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-001726,durin_(genshin_impact),1918,ドゥリン,ドゥリン,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-001763,okita_souji_(third_ascension)_(fate),1879,沖田総司（第三再臨）,沖田総司（第三再臨）,日本語表示名・表記の確定に追加確認が必要,FIX_BOTH,沖田総司（Fateシリーズ）（third ascension）,,REVIEW_TRUSTED_BASE_NO_STRONG_JA,HIGH,AUDIT_FIX_DISPLAY; canonical variant; no strong Japanese evidence,未検証の日本語variant表示を検証済み本体名＋canonical variantへ戻し、裏付けのない日本語検索語を除去。,PROPOSED
I70-001771,classic_d.va,1873,D.Va（クラシック）,D.Va（クラシック）,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-001806,gwynn_(pokemon),1853,ムク,ムク,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-001830,vi_(league),1837,ヴァイ,ヴァイ,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-001832,falin_touden_(tallman),1835,ファリン・トーデン（トールマン）,ファリン・トーデン（トールマン）,日本語表示名・表記の確定に追加確認が必要,FIX_BOTH,ファリン・トーデン（tallman）,,REVIEW_TRUSTED_BASE_NO_STRONG_JA,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,未検証の日本語variant表示を検証済み本体名＋canonical variantへ戻し、裏付けのない日本語検索語を除去。,PROPOSED
I70-001838,sua_(zombie_stage),1830,スア,スア,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-001845,reiuji_utsuho_(bird),1822,おキューちゃん,おキューちゃん,日本語表示名・表記の確定に追加確認が必要,FIX_BOTH,霊烏路空（bird）,おキューちゃん,REVIEW_STRONG_LABEL_RESTORE_BASE_IDENTITY,HIGH,AUDIT_KEEP; exact strong Japanese label + canonical variant,強い日本語ラベルは検索に保持し、表示を検証済み本体名＋canonical variantへしてidentity欠落を解消。,PROPOSED
I70-001857,astolfo_(rider)_(fate),1811,アストルフォ（ライダー）,アストルフォ（ライダー）,日本語表示名・表記の確定に追加確認が必要,FIX_BOTH,アストルフォ（Fate）（rider）,,REVIEW_TRUSTED_BASE_NO_STRONG_JA,HIGH,AUDIT_FIX_SEARCH; canonical variant; no strong Japanese evidence,未検証の日本語variant表示を検証済み本体名＋canonical variantへ戻し、裏付けのない日本語検索語を除去。,PROPOSED
I70-001883,employee_(project_moon),1786,自職員,自職員,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-001900,mizi_(zombie_stage),1772,ミジ,ミジ,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-001931,uruha_rushia_(1st_costume),1745,潤羽るしあ（通常）,潤羽るしあ（通常）,日本語表示名・表記の確定に追加確認が必要,FIX_BOTH,潤羽るしあ（1st costume）,,REVIEW_TRUSTED_BASE_NO_STRONG_JA,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,未検証の日本語variant表示を検証済み本体名＋canonical variantへ戻し、裏付けのない日本語検索語を除去。,PROPOSED
I70-001974,isoi_reiji,1706,磯井麗慈,磯井麗慈,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-002002,haru_urara_(bestest_prize)_(umamusume),1690,ハルウララ（一等賞）,ハルウララ（一等賞）,日本語表示名・表記の確定に追加確認が必要,FIX_BOTH,ハルウララ（ウマ娘）（bestest prize）,,REVIEW_TRUSTED_BASE_NO_STRONG_JA,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,未検証の日本語variant表示を検証済み本体名＋canonical variantへ戻し、裏付けのない日本語検索語を除去。,PROPOSED
I70-002011,silence_suzuka_(innocent_silence)_(umamusume),1686,サイレンススズカ（サイレントイノセンス）,サイレンススズカ（サイレントイノセンス）,日本語表示名・表記の確定に追加確認が必要,FIX_BOTH,サイレンススズカ（ウマ娘）（innocent silence）,,REVIEW_TRUSTED_BASE_NO_STRONG_JA,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,未検証の日本語variant表示を検証済み本体名＋canonical variantへ戻し、裏付けのない日本語検索語を除去。,PROPOSED
I70-002045,kama_(young)_(fate),1656,カーマ（幼少）,カーマ（幼少）,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-002059,female_byleth_(awakened)_(fire_emblem),1648,ベレス（ニルヴァーナ）,ベレス（ニルヴァーナ）,日本語表示名・表記の確定に追加確認が必要,FIX_BOTH,ベレス（ファイアーエムブレム）（awakened）,,REVIEW_TRUSTED_BASE_NO_STRONG_JA,HIGH,AUDIT_FIX_DISPLAY; canonical variant; no strong Japanese evidence,未検証の日本語variant表示を検証済み本体名＋canonical variantへ戻し、裏付けのない日本語検索語を除去。,PROPOSED
I70-002062,soul_(utdr),1647,ソウル,ソウル,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-002101,tokiko_(touhou),1613,朱鷺子,朱鷺子,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-002117,merlin_(fate/prototype),1596,マーリン〔プロトタイプ〕,マーリン〔プロトタイプ〕,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-002139,artoria_pendragon_(swimsuit_ruler)_(first_ascension)_(fate),1586,アルトリア・ペンドラゴン（水着ルーラー・第一再臨）,アルトリア・ペンドラゴン（水着ルーラー・第一再臨）,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-002140,ellen_joe_(on_campus),1586,エレン・ジョー（学園）,エレン・ジョー（学園）,日本語表示名・表記の確定に追加確認が必要,FIX_BOTH,エレン・ジョー（on campus）,,REVIEW_TRUSTED_BASE_NO_STRONG_JA,HIGH,AUDIT_KEEP; canonical variant; no strong Japanese evidence,未検証の日本語variant表示を検証済み本体名＋canonical variantへ戻し、裏付けのない日本語検索語を除去。,PROPOSED
I70-002168,callie_(squid_sisters_outfit)_(splatoon),1556,アオリ（シオカラーズ衣装）,アオリ（シオカラーズ衣装）,日本語表示名・表記の確定に追加確認が必要,FIX_BOTH,アオリ（スプラトゥーン）（squid sisters outfit）,,REVIEW_TRUSTED_BASE_NO_STRONG_JA,HIGH,AUDIT_FIX_DISPLAY; canonical variant; no strong Japanese evidence,未検証の日本語variant表示を検証済み本体名＋canonical variantへ戻し、裏付けのない日本語検索語を除去。,PROPOSED
I70-002177,hiyuki_(wuthering_waves),1549,緋雪,緋雪,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-002180,protagonist_(love_and_deepspace),1547,主人公（恋と深空）,主人公（恋と深空）,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-002205,marie_(squid_sisters_outfit)_(splatoon),1533,ホタル（シオカラーズ衣装）,ホタル（シオカラーズ衣装）,日本語表示名・表記の確定に追加確認が必要,FIX_BOTH,ホタル（スプラトゥーン）（squid sisters outfit）,,REVIEW_TRUSTED_BASE_NO_STRONG_JA,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,未検証の日本語variant表示を検証済み本体名＋canonical variantへ戻し、裏付けのない日本語検索語を除去。,PROPOSED
I70-002215,norma_hollowell,1529,ノーマ・ホロウェル,ノーマ・ホロウェル,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-002222,green_(pokemon),1523,ブルー,ブルー,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-002235,enemy_aircraft_(kancolle),1516,敵航空機,敵航空機,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-002236,firefly_(spring_missive)_(honkai:_star_rail),1516,ホタル（春の贈り物）,ホタル（春の贈り物）,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-002274,raora_panthera_(1st_costume),1486,ラオーラ・パンテーラ（通常衣装）,ラオーラ・パンテーラ（通常衣装）,日本語表示名・表記の確定に追加確認が必要,FIX_BOTH,ラオーラ・パンテーラ（1st costume）,,REVIEW_TRUSTED_BASE_NO_STRONG_JA,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,未検証の日本語variant表示を検証済み本体名＋canonical variantへ戻し、裏付けのない日本語検索語を除去。,PROPOSED
I70-002293,tailless_(zenless_zone_zero),1473,無尾,無尾,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-002299,homu_(honkai_impact),1466,ホム,ホム,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-002312,clumsy_nun_(diva),1458,不器用な修道女,不器用な修道女,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-002314,red_soul_(utdr),1457,赤いソウル,赤いソウル,日本語表示名・表記の確定に追加確認が必要,NEEDS_EXTERNAL_CHECK,,,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,MEDIUM,no trusted family-base resolution; post_count >= 500,高影響かつ日本語表示の確証不足。破棄・断定せず外部確認。,PROPOSED
I70-002333,saber_alter_(swimsuit_rider)_(second_ascension),1451,アルトリア・ペンドラゴン〔オルタ〕（水着ライダー・第二再臨）,アルトリア・ペンドラゴン〔オルタ〕（水着ライダー・第二再臨）,日本語表示名・表記の確定に追加確認が必要,FIX_BOTH,アルトリア・オルタ（swimsuit rider / second ascension）,,REVIEW_TRUSTED_BASE_NO_STRONG_JA,HIGH,AUDIT_KEEP; canonical variant; no strong Japanese evidence,未検証の日本語variant表示を検証済み本体名＋canonical variantへ戻し、裏付けのない日本語検索語を除去。,PROPOSED
